run_id,segment_id,method,budget_config,seed,global_step,eligible_node_count,eligible_node_ids,eventful_eligible_count,eventful_eligible_ids,chosen_source,chosen_node_id,chosen_bin_idx,chosen_stagmix_strategy,chosen_stagmix_strategy_position,chosen_node_remaining_true_pos,chosen_node_remaining_true_pos_ids,best_ranked_eventful_candidate_rank,stagmix_budget_used,stagmix_budget_cap
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,0,4,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,1.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,0,5,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,59.0,low_proxy_diverse,0.0,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,1,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,0,6,0,[],0,[],tree,d0_n0,0.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,2,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,0,7,0,[],0,[],,,,,,0,[],,2,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,1,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,1,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,1,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,1,3,0,[],0,[],tree,d0_n0,96.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,1,4,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,59.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,1,5,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,31.0,temporal_center,0.0,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,1,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,1,6,0,[],0,[],tree,d0_n0,71.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,2,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,1,7,0,[],0,[],,,,,,0,[],,2,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,2,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,2,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,2,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,2,3,0,[],0,[],tree,d0_n0,96.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,2,4,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,38.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,2,5,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,99.0,farthest_unqueried,0.0,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,1,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,2,6,0,[],0,[],tree,d0_n0,35.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,2,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.2,2,7,0,[],0,[],,,,,,0,[],,2,3
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,0,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,0,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,0,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,0,3,0,[],0,[],tree,d0_n0,71.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,0,4,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,1.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,0,5,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,59.0,low_proxy_diverse,0.0,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,1,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,0,6,0,[],0,[],tree,d0_n0,0.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,2,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,0,7,0,[],0,[],,,,,,0,[],,2,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,1,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,1,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,1,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,1,3,0,[],0,[],tree,d0_n0,96.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,1,4,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,59.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,1,5,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,31.0,temporal_center,0.0,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,1,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,1,6,0,[],0,[],tree,d0_n0,71.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,2,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,1,7,0,[],0,[],,,,,,0,[],,2,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,2,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,2,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,2,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,2,3,0,[],0,[],tree,d0_n0,96.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,2,4,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,38.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,2,5,1,['d0_n0'],1,['d0_n0'],stagmix,d0_n0,99.0,farthest_unqueried,0.0,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,1,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,2,6,0,[],0,[],tree,d0_n0,35.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,2,5
HTS-EC-safe-StagRepMix-force,dataset3_0_1200,HTS-EC-safe-StagRepMix-force,0.3,2,7,0,[],0,[],,,,,,0,[],,2,5
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,0,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,0,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,0,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,0,3,0,[],0,[],tree,d0_n0,71.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,0,4,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,35.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,0,5,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,17.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,0,6,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,0.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,0,7,0,[],0,[],,,,,,0,[],,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,1,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,1,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,1,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,1,3,0,[],0,[],tree,d0_n0,96.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,1,4,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,71.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,1,5,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,0.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,1,6,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,17.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,1,7,0,[],0,[],,,,,,0,[],,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,2,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,2,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,2,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,2,3,0,[],0,[],tree,d0_n0,96.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,2,4,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,35.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,2,5,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,17.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,2,6,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,98.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.1,2,7,0,[],0,[],,,,,,0,[],,0,1
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,0,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,0,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,0,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,0,3,0,[],0,[],tree,d0_n0,71.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,0,4,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,35.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,0,5,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,17.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,0,6,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,0.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,0,7,0,[],0,[],,,,,,0,[],,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,1,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,1,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,1,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,1,3,0,[],0,[],tree,d0_n0,96.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,1,4,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,71.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,1,5,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,0.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,1,6,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,17.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,1,7,0,[],0,[],,,,,,0,[],,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,2,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,2,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,2,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,2,3,0,[],0,[],tree,d0_n0,96.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,2,4,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,35.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,2,5,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,17.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,2,6,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,98.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.2,2,7,0,[],0,[],,,,,,0,[],,0,3
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.3,0,0,0,[],0,[],tree,d0_n0,72.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.3,0,1,0,[],0,[],tree,d0_n0,73.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.3,0,2,0,[],0,[],tree,d0_n0,4.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.3,0,3,0,[],0,[],tree,d0_n0,71.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",,0,5
HTS-EC-safe-shadow-stag,dataset3_0_1200,HTS-EC-safe-shadow-stag,0.3,0,4,1,['d0_n0'],1,['d0_n0'],tree,d0_n0,35.0,,,7,"[50, 57, 60, 68, 69, 75, 83]",0.0,0,5
