video_id,query_id,unit_id,start_time,end_time,label,provenance,source_record_sha256,protocol_hash
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0026,260.0,270.0,not_relevant,V10_ADMISSIBLE_V9,0ad683630b51b323591a190404c5e431fee544f5c64cfac35380b1b43f1710ba,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0027,270.0,280.0,not_relevant,V10_ADMISSIBLE_V9,51881732b0d513ac39d91e785beb4bd5deb8544b43f461c8530aba6db1744ccb,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0028,280.0,290.0,not_relevant,V10_ADMISSIBLE_V9,9ddfdcbc1f5459d8f84db1488e6257d21398e7edaf8fa5d3d8af5211d0f3b3ab,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0029,290.0,300.0,not_relevant,V10_ADMISSIBLE_V9,6c1db491229cd7005899ae3edf9bc997e722a8ac9e25897c6bf335b83d3c1a44,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0030,300.0,310.0,not_relevant,V10_ADMISSIBLE_V9,e078ed4b24102ab781a4981c91bebf0d47868fb3141d45b75f23da1ac0fb4b38,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0031,310.0,320.0,not_relevant,V10_ADMISSIBLE_V9,ad8dcd5299ecb7d12611071ee10b99dd9463bb8558d3940542a196a1b3c97a89,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0032,320.0,330.0,not_relevant,V10_ADMISSIBLE_V9,d0179e02d7f8e1fb4bc553afa7a28bb5dd874f29a5b700696922b1373ea5d2fd,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0033,330.0,340.0,not_relevant,V10_ADMISSIBLE_V9,cf6ba7e9dd1020f0d1cd00e6ae2c09ba3810ab60c6f549098b8511c53d3e40d6,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0034,340.0,350.0,not_relevant,V10_ADMISSIBLE_V9,74335b8a917f898332430195959c6c10242d6f4831204e9be8bff7522aa3d31d,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0035,350.0,360.0,not_relevant,V10_ADMISSIBLE_V9,1e2b0e2c588c13e23ca9a026138161ecf548bb86120a61a75c2c571b348cc271,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0036,360.0,370.0,not_relevant,V10_ADMISSIBLE_V9,464a2890d49673ba7b1666236ca2fed74254a03a10daeb862cc831f3e276bf0f,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0037,370.0,380.0,not_relevant,V10_ADMISSIBLE_V9,4741f1887a05ff7aa15e623ddae607f0ba61fc65f4f17cc268795e4e3725f465,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0038,380.0,390.0,not_relevant,V10_ADMISSIBLE_V9,31d82018cbfb519eb637b5e7ad23cd82b2e5d69395d136888592ea6baef0af9a,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0039,390.0,400.0,not_relevant,V10_ADMISSIBLE_V9,32eb477468a832711725482b15c7a539bfcb3d72a24d50109100ebd55fd6c43c,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0040,400.0,410.0,not_relevant,V10_ADMISSIBLE_V9,2f906910c674bd76d5f38517869773e7b90a2872f8b83b842a1f01035dc93667,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0041,410.0,420.0,not_relevant,V10_ADMISSIBLE_V9,92800a8b142043252a6802ee043fd3c7cbd943128240c62eff383066f039dc0b,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0042,420.0,430.0,not_relevant,V10_ADMISSIBLE_V9,b7e992d86978df41e59089ba6b35a32d8d318693f52da9792ff018db765ad1ae,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0043,430.0,440.0,not_relevant,V10_ADMISSIBLE_V9,1459a9929ed78d1ddb8e5abb7759747f05f3b4ea2daca3ded1362fb93eeef58d,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0044,440.0,450.0,relevant,V10_ADMISSIBLE_V9,fc36779a69ffbf279c26a6be9df80f16bdbdfb624952ca4e4840bb580e0b5c23,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0045,450.0,460.0,not_relevant,V10_ADMISSIBLE_V9,d75063adf96555e93698732be6d4fdecd29860c0f54ed0167a51cb45ca72ed5f,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0046,460.0,470.0,not_relevant,V10_ADMISSIBLE_V9,2402c5dd11230fdff62d4f58614b4382a79be3bc718b0ab140257a30e07e8ce0,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0047,470.0,480.0,relevant,V10_ADMISSIBLE_V9,3677f214aef18346fc170ec19824021c48cdc4c4ed68c306fd5fd52c6d80d75e,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0048,480.0,490.0,not_relevant,V10_ADMISSIBLE_V9,e0c09059033b73c5ab13bad05bb9459d01917019d7964be6dfded66a151ea9c2,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0049,490.0,500.0,not_relevant,V10_ADMISSIBLE_V9,e5d3d297331090e5bd8e7431a43da28faea11e229f90d6cbace2265375ba92ab,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0050,500.0,510.0,not_relevant,V10_ADMISSIBLE_V9,ab8f214fe3d7cc790bca1097b53e099d106726fd0a01a95f37b7472d9ebc4035,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0051,510.0,520.0,not_relevant,V10_ADMISSIBLE_V9,c31a46a4d45bc88ef286b7de6830832ef83fceda76629e2f1936c9b774159e4f,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0052,520.0,530.0,relevant,V10_ADMISSIBLE_V9,c316eb28fc0be566cbc6e82aeeb37e44d4a8a82cc24a63e392f6fb88a5d43491,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0053,530.0,540.0,not_relevant,V10_ADMISSIBLE_V9,5731002e40c356d6b5fe986ea0009894f2f9e3c3a29828914723b0f3be769fd4,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0054,540.0,550.0,not_relevant,V10_ADMISSIBLE_V9,1a315fd226df28ce9d780b62dd8af29cbeb5bf2da799cd6563d26c591e88451e,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0055,550.0,560.0,not_relevant,V10_ADMISSIBLE_V9,1f5c4a91d4b4893959e8d2703b5c1b2d063b7fbbad3e48833144c14600624f78,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0056,560.0,570.0,relevant,V10_ADMISSIBLE_V9,0ab9bfefcdeb283435ad4fd4769373c56d7fae1d0ae7d4a420682bc3f0fb76eb,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0057,570.0,580.0,relevant,V10_ADMISSIBLE_V9,cb01cc8eab10151fee1da61cb2c74209aaa8adbe55865e045418e8c05555d035,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0058,580.0,590.0,not_relevant,V10_ADMISSIBLE_V9,a134cce0883e8d4f9a6449e63a9b0d7e13113c1597666c8dc409e3fa0e875eb5,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0059,590.0,600.0,relevant,V10_ADMISSIBLE_V9,30c556758d6c6f2ca2c7c6fcf23c60ab2a525f8d01bdb8798fff9562390b8e2d,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0060,600.0,610.0,relevant,V10_ADMISSIBLE_V9,51ffe9d2cbf8b62f5c4e267afb1f46d28abf183a3056c0db468793ed680daab2,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0061,610.0,620.0,not_relevant,V10_ADMISSIBLE_V9,82a796f5b2a22daf84a6f4d01edad2cdffa1f6b74be5b43465babbd58c9c2a22,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0062,620.0,630.0,not_relevant,V10_ADMISSIBLE_V9,a7e4c823616e93661c38491442dbb345215e0a8bd1b8bf009309b0205d1c6de7,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0063,630.0,640.0,not_relevant,V10_ADMISSIBLE_V9,fb66949ec6fc5c123212e2658f812801538145712728ec61157a27f9fa34e957,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0064,640.0,650.0,not_relevant,V10_ADMISSIBLE_V9,ee4b7194922aec4b1c55ccc6d52a69767c1152ccfcc15bbc7e591c9814f30b50,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0065,650.0,660.0,not_relevant,V10_ADMISSIBLE_V9,f2f03be08514ee0dbc094ee8fcf3ac7800020001c0a689d2b745e866f9813b53,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0066,660.0,670.0,relevant,V10_ADMISSIBLE_V9,29a29476a2cb13ad4321756e9c912311ea380b3ac33d84c617497f130e7586b0,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0067,670.0,680.0,relevant,V10_ADMISSIBLE_V9,5c15f7380880907cde6961482b54c7d2a4495c28cc829b2941acac0bb716ba39,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0068,680.0,690.0,relevant,V10_ADMISSIBLE_V9,220a2a1caaf0c9a88cacecd98ef65f71040d8e16a613e9b008c44bb2daa6c957,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0069,690.0,700.0,not_relevant,V10_ADMISSIBLE_V9,e49d3611701b0f73e5197e00cb8fdf0307c35a6033baabcbb770f0b79d48c93a,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0070,700.0,710.0,not_relevant,V10_ADMISSIBLE_V9,4aed446d8cfb77185ca866b4ff20f60b812976db1dc4241b5361c1c08942372d,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0071,710.0,720.0,not_relevant,V10_ADMISSIBLE_V9,fa1a49d5d27188e57389fc7b64daeadcd409f2d1a1d5790bbeb6ebbff717dd9d,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0072,720.0,730.0,not_relevant,V10_ADMISSIBLE_V9,48f849f400979097c272b68580dceedcddd7e6be5a0b869e0f0b1cdf1ac6847e,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0073,730.0,740.0,not_relevant,V10_ADMISSIBLE_V9,7fd08985858d7d92692c96a032b02e58a496289e78472bf5f5f6d9ea99e0348f,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0074,740.0,750.0,not_relevant,V10_ADMISSIBLE_V9,4939e3687ed36e0b5e49a3b937f55146420dc2aa6decb78ede5b48f98081d960,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0075,750.0,760.0,not_relevant,V10_ADMISSIBLE_V9,3a7ee5dcb375d0bc43cfabbfddf669ddbceff1dc40780df1f74898fb5afd4e33,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0076,760.0,770.0,not_relevant,V10_ADMISSIBLE_V9,c56395bd5726ddf3e06725533f4ff7f7dddbf766a85b8f00413b46891973479f,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0077,770.0,780.0,not_relevant,V10_ADMISSIBLE_V9,4a92b753305376433673666e39f8cfdeb2ac78fb53d939c35d6e99ee6502c080,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0078,780.0,790.0,not_relevant,V10_ADMISSIBLE_V9,fe499a12993677a08e42bbf4679ebb64edf222785def3307b8a85b47053ca0b4,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0079,790.0,800.0,not_relevant,V10_ADMISSIBLE_V9,c8492b5375cef614a142e3ece4a06eb298a4a9fd8ac97a83463aa8a13e1084e2,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0080,800.0,810.0,relevant,V10_ADMISSIBLE_V9,7b4051ab45387c0cea0590231880c8c5bc505f0add745b757f45cb6a8bbee9c0,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0081,810.0,820.0,relevant,V10_ADMISSIBLE_V9,1c725367ce9dd796bd5fe9c73de87e8ab75c3a8dc988f37037bb24bd1ad3d063,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0082,820.0,830.0,relevant,V10_ADMISSIBLE_V9,24faeffe3b035d87cf5b33fd1dc4de00136e4b9f7d925561deab17bd8a753038,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0083,830.0,840.0,not_relevant,V10_ADMISSIBLE_V9,5c3183e9e80e51d108f19165ac36fa905ebfcf3dd3b2302a0754382ec867ce38,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0084,840.0,850.0,not_relevant,V10_ADMISSIBLE_V9,8f94f83100c93551831da581782a5f2aeff5e94e058c8801e43323491e23b456,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0085,850.0,860.0,not_relevant,V10_ADMISSIBLE_V9,e499ae046f7800f895257987a963b9b44e3af777a75b6b9b575d1a0201be3b88,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0086,860.0,870.0,not_relevant,V10_ADMISSIBLE_V9,e688c3ddf94d45ff238be6eed16cb4b2dfb3bab8e159aa0c85f3b2359786bcdf,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0087,870.0,880.0,not_relevant,V10_ADMISSIBLE_V9,ae697fbbbc393e257a611dc970b0cdabb155a004f3116f3d4b0fbfe12395c060,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0088,880.0,890.0,not_relevant,V10_ADMISSIBLE_V9,42d1c0f996ffd6aebd4b51e126684f2e51dd1c74597ebd73129fc4cd91169ac5,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0089,890.0,900.0,not_relevant,V10_ADMISSIBLE_V9,bcb72fb17f847038a924cfbd851c2f6a9f5b0a36f0bfe2ae28a734e05c4f72ad,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0090,900.0,910.0,not_relevant,V10_ADMISSIBLE_V9,d46d594f80f3c87f5c784d51e5dc7497e4747eb01b92dbf260d197a41a40a9bb,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0091,910.0,920.0,not_relevant,V10_ADMISSIBLE_V9,557a3d0694f7c7517534c5ff408a08aeb01b7bba52976d279fdd8956061f6ebc,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
DALI,Q_DRIVER_RESPONSE_V1,DALI_u0092,920.0,930.0,not_relevant,V10_ADMISSIBLE_V9,e175abbde66d504b04d59c2e47730a534dcc50826294ea7e13442f49043f1d6a,83e61dd3fca0ef6709594e439df9e99651de7a341b5ff8bb0255bfb7f3adcd75
