segment_id,seed,budget_ratio,call_idx,chosen_arm,chosen_bin,chosen_u,chosen_true_label,rem_ratio,top_proxy,zp_share,formed_ratio,n_pos,u_discover,u_bridge,u_certify,u_zero_proxy
realcartest_0_1570,1,0.3,1,DISCOVER,0,0.02,negative,0.979,1.0,0.0,0.0,0,0.02,,,
realcartest_0_1570,1,0.3,2,DISCOVER,1,0.2051,positive,0.957,1.0,0.0,0.0,1,0.2051,,,
realcartest_0_1570,1,0.3,3,DISCOVER,2,0.2051,positive,0.936,1.0,0.0,0.0,2,0.2051,0.2051,0.2051,
realcartest_0_1570,1,0.3,4,DISCOVER,3,0.9551,positive,0.915,1.0,0.0,0.05,3,0.9551,0.9551,0.9551,
realcartest_0_1570,1,0.3,5,DISCOVER,5,0.02,positive,0.894,1.0,0.0,0.05,4,-0.1,-0.0449,-0.0449,
realcartest_0_1570,1,0.3,6,DISCOVER,6,0.02,positive,0.872,1.0,0.0,0.05,5,-0.1,0.0103,0.0103,
realcartest_0_1570,1,0.3,7,BRIDGE,4,0.0654,positive,0.851,1.0,0.0,0.05,6,-0.1,0.0654,0.0654,
realcartest_0_1570,1,0.3,8,DISCOVER,7,0.02,positive,0.83,1.0,0.0,0.05,7,-0.0449,-0.0449,-0.0449,
realcartest_0_1570,1,0.3,9,DISCOVER,8,0.02,positive,0.809,1.0,0.0,0.05,8,-0.0449,-0.0449,-0.0449,
realcartest_0_1570,1,0.3,10,DISCOVER,9,0.02,positive,0.787,1.0,0.0,0.05,9,-0.0449,-0.0449,-0.0449,
realcartest_0_1570,1,0.3,11,DISCOVER,10,0.02,positive,0.766,1.0,0.0,0.05,10,-0.1426,-0.1426,-0.1426,
realcartest_0_1570,1,0.3,12,DISCOVER,18,0.02,negative,0.745,1.0,0.0,0.05,10,0.02,0.02,0.02,
realcartest_0_1570,1,0.3,13,DISCOVER,19,0.02,negative,0.723,1.0,0.0,0.05,10,0.02,0.02,0.02,
realcartest_0_1570,1,0.3,14,DISCOVER,50,0.185,positive,0.702,1.0,0.0,0.05,11,0.185,0.02,0.02,
realcartest_0_1570,1,0.3,15,DISCOVER,51,0.02,negative,0.681,1.0,0.0,0.05,11,0.02,0.02,0.02,
realcartest_0_1570,1,0.3,16,DISCOVER,69,0.02,negative,0.66,1.0,0.0,0.05,11,0.02,0.02,0.02,
realcartest_0_1570,1,0.3,17,DISCOVER,74,0.1675,positive,0.638,1.0,0.0,0.05,12,0.1675,0.02,0.02,
realcartest_0_1570,1,0.3,18,DISCOVER,79,0.02,negative,0.617,1.0,0.0,0.05,12,0.02,0.02,0.02,
