scope,domain,video_id,query_id,budget,arc_event_precision,current_event_precision,delta_arc_minus_current_event_precision,arc_event_recall,current_event_recall,delta_arc_minus_current_event_recall,arc_event_f1,current_event_f1,delta_arc_minus_current_event_f1,arc_tiou_03,current_tiou_03,delta_arc_minus_current_tiou_03,arc_tiou_05,current_tiou_05,delta_arc_minus_current_tiou_05,arc_matched_mean_iou,current_matched_mean_iou,delta_arc_minus_current_matched_mean_iou,arc_verified_positive_units,current_verified_positive_units,delta_arc_minus_current_verified_positive_units,arc_verified_event_count,current_verified_event_count,delta_arc_minus_current_verified_event_count,arc_verified_event_yield,current_verified_event_yield,delta_arc_minus_current_verified_event_yield,arc_logical_oracle_calls,current_logical_oracle_calls,delta_arc_minus_current_logical_oracle_calls,arc_returned_event_count,current_returned_event_count,delta_arc_minus_current_returned_event_count,arc_overmerge,current_overmerge,delta_arc_minus_current_overmerge,arc_oversplit,current_oversplit,delta_arc_minus_current_oversplit,f1_outcome
task_seed_average,realcartest_0_1570,realcartest,realcartest_0_1570:frozen_relevance_predicate,100,0.0,0.7619047619047619,-0.7619047619047619,0.0,0.8,-0.8,0.0,0.7804878048780488,-0.7804878048780488,0.0,0.4,-0.4,0.0,0.2,-0.2,0.0,0.29607328068763256,-0.29607328068763256,0.0,33.0,-33.0,0.0,21.0,-21.0,0.0,0.21000000000000002,-0.21000000000000002,0.6,100.0,-99.4,0.0,21.0,-21.0,0.0,0.0,0.0,0.0,5.0,-5.0,ARC loses
task_seed_average,realcartest_2000_3200,realcartest,realcartest_2000_3200:frozen_relevance_predicate,5,1.0,1.0,0.0,0.05,0.15,-0.09999999999999999,0.09523809523809523,0.2608695652173913,-0.16563146997929606,0.0,0.05,-0.05,0.0,0.05,-0.05,0.07000000000000454,0.32708203530633567,-0.2570820353063311,1.0,3.0,-2.0,1.0,3.0,-2.0,0.2,0.6,-0.39999999999999997,5.0,5.0,0.0,1.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,ARC loses
task_seed_average,realcartest_2000_3200,realcartest,realcartest_2000_3200:frozen_relevance_predicate,10,1.0,1.0,0.0,0.08,0.2,-0.12000000000000001,0.14718614718614717,0.33333333333333337,-0.1861471861471862,0.02,0.05,-0.030000000000000002,0.0,0.05,-0.05,0.1526183574879258,0.2628115264797529,-0.11019316899182713,1.6,4.0,-2.4,1.6,4.0,-2.4,0.16,0.4,-0.24000000000000002,10.0,10.0,0.0,1.6,4.0,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,ARC loses
task_seed_average,realcartest_2000_3200,realcartest,realcartest_2000_3200:frozen_relevance_predicate,20,0.96,1.0,-0.040000000000000036,0.22999999999999998,0.45,-0.22000000000000003,0.3696410256410257,0.6206896551724138,-0.2510486295313881,0.07,0.1,-0.03,0.01,0.05,-0.04,0.24301199657457281,0.1908523585213298,0.052159638053243,5.2,9.0,-3.8,4.8,9.0,-4.2,0.24,0.45,-0.21000000000000002,20.0,20.0,0.0,4.8,9.0,-4.2,0.0,0.0,0.0,0.2,0.0,0.2,ARC loses
task_seed_average,realcartest_2000_3200,realcartest,realcartest_2000_3200:frozen_relevance_predicate,50,0.9066666666666666,0.7857142857142857,0.12095238095238092,0.49000000000000005,0.55,-0.06,0.635,0.6470588235294117,-0.012058823529411677,0.18,0.25,-0.07,0.09,0.15,-0.06,0.2557937917730496,0.3152728793553371,-0.05947908758228748,15.2,16.0,-0.8000000000000007,10.8,14.0,-3.1999999999999993,0.21600000000000003,0.28,-0.064,50.0,50.0,0.0,10.8,14.0,-3.1999999999999993,0.0,0.0,0.0,1.0,3.0,-2.0,ARC loses
task_seed_average,realcartest_2000_3200,realcartest,realcartest_2000_3200:frozen_relevance_predicate,80,0.9052091011843334,0.8947368421052632,0.010472259079070234,0.74,0.85,-0.10999999999999999,0.8110944476269554,0.8717948717948719,-0.060700424167916545,0.27,0.25,0.020000000000000018,0.19,0.2,-0.010000000000000009,0.2615681170253335,0.26251820215762833,-0.0009500851322948312,23.6,24.0,-0.3999999999999986,16.4,19.0,-2.6000000000000014,0.205,0.2375,-0.0325,80.0,80.0,0.0,16.4,19.0,-2.6000000000000014,0.0,0.0,0.0,1.6,2.0,-0.3999999999999999,ARC loses
task_seed_average,realcartest_2000_3200,realcartest,realcartest_2000_3200:frozen_relevance_predicate,100,0.9205585264408793,0.9523809523809523,-0.03182242594007301,0.89,1.0,-0.10999999999999999,0.9022962812436497,0.975609756097561,-0.07331347485391126,0.3,0.3,0.0,0.26,0.3,-0.03999999999999998,0.25777856062085813,0.23519773175542621,0.022580828865431918,28.4,32.0,-3.6000000000000014,19.4,21.0,-1.6000000000000014,0.2009082125603865,0.21000000000000002,-0.00909178743961353,96.4,100.0,-3.5999999999999943,19.4,21.0,-1.6000000000000014,0.0,0.0,0.0,1.6,1.0,0.6000000000000001,ARC loses
source_video_average,__within_video_average__,long_video_dataset3,__within_video_query_average__,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie
source_video_average,__within_video_average__,long_video_dataset3,__within_video_query_average__,10,0.2,0.0,0.2,0.007692307692307693,0.0,0.007692307692307693,0.014814814814814814,0.0,0.014814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.01400000000000091,0.0,0.01400000000000091,0.2,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,10.0,10.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,ARC wins
source_video_average,__within_video_average__,long_video_dataset3,__within_video_query_average__,20,0.6,1.0,-0.4,0.03076923076923077,0.15384615384615385,-0.12307692307692308,0.05820105820105821,0.2666666666666667,-0.20846560846560852,0.0,0.0,0.0,0.0,0.0,0.0,0.03150000000000204,0.0659789343246558,-0.034478934324653765,0.8,4.0,-3.2,0.8,4.0,-3.2,0.04,0.2,-0.16,20.0,20.0,0.0,0.8,4.0,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,ARC loses
source_video_average,__within_video_average__,long_video_dataset3,__within_video_query_average__,50,1.0,0.8571428571428571,0.1428571428571429,0.12307692307692308,0.23076923076923078,-0.1076923076923077,0.21799671592775044,0.36363636363636365,-0.1456396477086132,0.007692307692307693,0.0,0.007692307692307693,0.007692307692307693,0.0,0.007692307692307693,0.08624999999999053,0.06731928954976447,0.018930710450226054,3.4,7.0,-3.6,3.2,7.0,-3.8,0.064,0.14,-0.07600000000000001,50.0,50.0,0.0,3.2,7.0,-3.8,0.0,0.0,0.0,0.0,1.0,-1.0,ARC loses
source_video_average,__within_video_average__,long_video_dataset3,__within_video_query_average__,80,1.0,0.8461538461538461,0.15384615384615385,0.2230769230769231,0.4230769230769231,-0.19999999999999998,0.363880742913001,0.5641025641025641,-0.2002218211895631,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0,0.1579050289274479,0.14713592514098994,0.010769103786457956,6.6,13.0,-6.4,5.8,13.0,-7.2,0.0725,0.1625,-0.09000000000000001,80.0,80.0,0.0,5.8,13.0,-7.2,0.0,0.0,0.0,0.0,2.0,-2.0,ARC loses
source_video_average,__within_video_average__,long_video_dataset3,__within_video_query_average__,100,1.0,0.9166666666666666,0.08333333333333337,0.27692307692307694,0.4230769230769231,-0.14615384615384613,0.4335115864527629,0.5789473684210527,-0.14543578196828977,0.046153846153846156,0.038461538461538464,0.007692307692307693,0.046153846153846156,0.038461538461538464,0.007692307692307693,0.15238234312415386,0.1252574067815596,0.027124936342594247,8.2,15.0,-6.800000000000001,7.2,12.0,-4.8,0.07200000000000001,0.12,-0.04799999999999999,100.0,100.0,0.0,7.2,12.0,-4.8,0.0,0.0,0.0,0.0,1.0,-1.0,ARC loses
source_video_average,__within_video_average__,realcartest,__within_video_query_average__,5,0.5,1.0,-0.5,0.025,0.125,-0.1,0.047619047619047616,0.22134387351778656,-0.17372482589873894,0.0,0.05,-0.05,0.0,0.025,-0.025,0.03500000000000227,0.26382247460680985,-0.22882247460680757,0.5,2.5,-2.0,0.5,2.5,-2.0,0.1,0.5,-0.4,2.8,5.0,-2.2,0.5,2.5,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,ARC loses
source_video_average,__within_video_average__,realcartest,__within_video_query_average__,10,0.5,1.0,-0.5,0.04,0.175,-0.13499999999999998,0.07359307359307359,0.2971014492753623,-0.2235083756822887,0.01,0.07500000000000001,-0.06500000000000002,0.0,0.025,-0.025,0.0763091787439629,0.2787753657822398,-0.20246618703827693,0.8,3.5,-2.7,0.8,3.5,-2.7,0.08,0.35,-0.26999999999999996,5.3,10.0,-4.7,0.8,3.5,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,ARC loses
source_video_average,__within_video_average__,realcartest,__within_video_query_average__,20,0.48,1.0,-0.52,0.11499999999999999,0.4,-0.28500000000000003,0.18482051282051284,0.5696040868454662,-0.38478357402495333,0.035,0.07500000000000001,-0.04000000000000001,0.005,0.025,-0.02,0.12150599828728641,0.15741996426706556,-0.03591396597977915,2.6,8.0,-5.4,2.4,8.0,-5.6,0.12,0.4,-0.28,10.3,20.0,-9.7,2.4,8.0,-5.6,0.0,0.0,0.0,0.1,0.0,0.1,ARC loses
source_video_average,__within_video_average__,realcartest,__within_video_query_average__,50,0.4533333333333333,0.753968253968254,-0.30063492063492064,0.24500000000000002,0.6000000000000001,-0.3550000000000001,0.3175,0.6656346749226005,-0.34813467492260053,0.09,0.175,-0.08499999999999999,0.045,0.1,-0.05500000000000001,0.1278968958865248,0.24669357723534396,-0.11879668134881916,7.6,17.5,-9.9,5.4,16.0,-10.6,0.10800000000000001,0.32,-0.212,25.3,50.0,-24.7,5.4,16.0,-10.6,0.0,0.0,0.0,0.5,4.0,-3.5,ARC loses
source_video_average,__within_video_average__,realcartest,__within_video_query_average__,80,0.4526045505921667,0.7807017543859649,-0.3280972037937982,0.37,0.7749999999999999,-0.4049999999999999,0.4055472238134777,0.7773608505315823,-0.37181362671810464,0.135,0.275,-0.14,0.095,0.125,-0.03,0.13078405851266675,0.24965237325421738,-0.11886831474155063,11.8,25.0,-13.2,8.2,20.0,-11.8,0.1025,0.25,-0.14750000000000002,40.3,80.0,-39.7,8.2,20.0,-11.8,0.0,0.0,0.0,0.8,4.5,-3.7,ARC loses
source_video_average,__within_video_average__,realcartest,__within_video_query_average__,100,0.46027926322043966,0.8571428571428571,-0.39686359392241743,0.445,0.9,-0.455,0.45114814062182484,0.8780487804878049,-0.42690063986598004,0.15,0.35,-0.19999999999999998,0.13,0.25,-0.12,0.12888928031042907,0.26563550622152937,-0.1367462259111003,14.2,32.5,-18.3,9.7,21.0,-11.3,0.10045410628019324,0.21000000000000002,-0.10954589371980678,48.5,100.0,-51.5,9.7,21.0,-11.3,0.0,0.0,0.0,0.8,3.0,-2.2,ARC loses
macro_across_source_videos,__macro__,__macro_across_source_videos__,__macro__,5,0.25,0.5,-0.25,0.0125,0.0625,-0.05,0.023809523809523808,0.11067193675889328,-0.08686241294936947,0.0,0.025,-0.025,0.0,0.0125,-0.0125,0.017500000000001136,0.13191123730340493,-0.11441123730340379,0.25,1.25,-1.0,0.25,1.25,-1.0,0.05,0.25,-0.2,3.9,5.0,-1.1,0.25,1.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,ARC loses
macro_across_source_videos,__macro__,__macro_across_source_videos__,__macro__,10,0.35,0.5,-0.15000000000000002,0.023846153846153847,0.0875,-0.06365384615384614,0.0442039442039442,0.14855072463768115,-0.10434678043373696,0.005,0.037500000000000006,-0.03250000000000001,0.0,0.0125,-0.0125,0.045154589371981906,0.1393876828911199,-0.094233093519138,0.5,1.75,-1.25,0.5,1.75,-1.25,0.05,0.175,-0.12499999999999999,7.65,10.0,-2.3499999999999996,0.5,1.75,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,ARC loses
macro_across_source_videos,__macro__,__macro_across_source_videos__,__macro__,20,0.54,1.0,-0.45999999999999996,0.07288461538461538,0.27692307692307694,-0.20403846153846156,0.12151078551078554,0.41813537675606643,-0.2966245912452809,0.0175,0.037500000000000006,-0.020000000000000004,0.0025,0.0125,-0.01,0.07650299914364422,0.11169944929586068,-0.03519645015221645,1.7000000000000002,6.0,-4.3,1.6,6.0,-4.4,0.08,0.30000000000000004,-0.22000000000000003,15.15,20.0,-4.85,1.6,6.0,-4.4,0.0,0.0,0.0,0.05,0.0,0.05,ARC loses
macro_across_source_videos,__macro__,__macro_across_source_videos__,__macro__,50,0.7266666666666667,0.8055555555555556,-0.0788888888888889,0.18403846153846154,0.41538461538461546,-0.23134615384615392,0.2677483579638752,0.514635519279482,-0.24688716131560684,0.048846153846153845,0.0875,-0.03865384615384615,0.026346153846153846,0.05,-0.023653846153846157,0.10707344794325767,0.1570064333925542,-0.049932985449296544,5.5,12.25,-6.75,4.300000000000001,11.5,-7.199999999999999,0.08600000000000001,0.23,-0.14400000000000002,37.65,50.0,-12.350000000000001,4.300000000000001,11.5,-7.199999999999999,0.0,0.0,0.0,0.25,2.5,-2.25,ARC loses
macro_across_source_videos,__macro__,__macro_across_source_videos__,__macro__,80,0.7263022752960834,0.8134278002699056,-0.0871255249738222,0.29653846153846153,0.5990384615384615,-0.3025,0.38471398336323936,0.6707317073170732,-0.28601772395383385,0.08673076923076924,0.15673076923076923,-0.06999999999999999,0.06673076923076923,0.08173076923076923,-0.015,0.14434454372005734,0.19839414919760368,-0.054049605477546336,9.2,19.0,-9.8,7.0,16.5,-9.5,0.0875,0.20625,-0.11875,60.15,80.0,-19.85,7.0,16.5,-9.5,0.0,0.0,0.0,0.4,3.25,-2.85,ARC loses
macro_across_source_videos,__macro__,__macro_across_source_videos__,__macro__,100,0.7301396316102198,0.8869047619047619,-0.1567651302945421,0.36096153846153844,0.6615384615384615,-0.3005769230769231,0.44232986353729387,0.7284980744544287,-0.28616821091713485,0.09807692307692308,0.1942307692307692,-0.09615384615384613,0.08807692307692308,0.14423076923076922,-0.05615384615384614,0.14063581171729145,0.1954464565015445,-0.05481064478425304,11.2,23.75,-12.55,8.45,16.5,-8.05,0.08622705314009663,0.165,-0.07877294685990338,74.25,100.0,-25.75,8.45,16.5,-8.05,0.0,0.0,0.0,0.4,2.0,-1.6,ARC loses
