pool_row_id,source_dataset,source_repository,source_revision,provider_split,session_id,media_kind,local_locator,content_identity_kind,content_sha256,file_size_bytes,duration_seconds,nominal_oracle_units_10s,frame_or_image_count,fps,width,height,sampling_tag_only,sampling_anchor_seconds,sampling_covariates,model_split_role,license_status,independence_status,technical_probe_status,pool_status,candidate_pipeline_status,oracle_label_status,query_support_status,heldout_paper_split_accessed,notes
pool_0010,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00042.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00042.mp4,sha256_validated_against_hf_lfs_metadata,afe9038f372af11ee3bb0e6a630b964b3f4109c92283b01b004b20295c3837c4,18606537,40.196078,5,1230,30.600000000,1280,720,collision_or_near_collision,17.766,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Clear""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0011,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00056.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00056.mp4,sha256_validated_against_hf_lfs_metadata,14205f505a850f2df062a14a897374bf5fdc0e9c71856f4759cf9b25cb965e55,11122190,40.366667,5,1211,30.000000000,1280,720,collision_or_near_collision,18.9,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Clear""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0012,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00058.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00058.mp4,sha256_validated_against_hf_lfs_metadata,de4fd9f681f7acbe62d5dba12a10a2d9009a212ecdadb9c6e05e55c7634fe994,20789236,39.248366,4,1201,30.600000000,1280,720,collision_or_near_collision,18.071,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Rain""}",model_calibration,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0013,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00066.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00066.mp4,sha256_validated_against_hf_lfs_metadata,0046213aa73f5bb6d55511f43723f6efe00a0d014a235707a5fec193b9b2ab2b,12085012,42.240803,5,1263,29.900000000,1280,720,collision_or_near_collision,20.787,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Rain""}",pool_audit,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0014,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00068.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00068.mp4,sha256_validated_against_hf_lfs_metadata,c3210d6ba2e40a2ad388fc5a4edce168754cd5a15b2d92f89a27a1ce01d2630e,16177825,40.266667,5,1208,30.000000000,1280,720,collision_or_near_collision,16.733,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Cloudy""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0015,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00072.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00072.mp4,sha256_validated_against_hf_lfs_metadata,6a2cc3e83b2f61ccc799ef912001efb40eb3af37edd4e450db49930c7d6e356f,15941788,40.393443,5,1232,30.500000000,1280,720,collision_or_near_collision,20.068,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Clear""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0016,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00077.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00077.mp4,sha256_validated_against_hf_lfs_metadata,72d319fb299cf477b3a7347b6a567b32607bc9e1efcb37b252d9152082ecff03,18344820,40.740741,5,1210,29.700000000,1280,720,collision_or_near_collision,17.645,"{""light_conditions"":""Normal"",""scene"":""Highway"",""weather"":""Cloudy""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0017,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00079.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00079.mp4,sha256_validated_against_hf_lfs_metadata,135d9df3a01552e745bb75cbeaca5e1003fe0cd69d4dddb8a10f47f4fa69f405,12665709,40.166667,5,1205,30.000000000,1280,720,collision_or_near_collision,19.3,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Clear""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0018,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00083.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00083.mp4,sha256_validated_against_hf_lfs_metadata,c0323057b4d789bc14c18069949432e4b72799b94e5b3cb0bb67a08ff429d8fb,5645606,18.000000,2,540,30.000000000,1280,720,collision_or_near_collision,8.398,"{""light_conditions"":""Normal"",""scene"":""Highway"",""weather"":""Cloudy""}",pool_audit,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0019,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00090.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00090.mp4,sha256_validated_against_hf_lfs_metadata,e59163853aed5734d891b6f5248689b0ece6baa095e5439bc283898cc0096363,13621385,40.200000,5,1206,30.000000000,1280,720,collision_or_near_collision,18.333,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Cloudy""}",model_calibration,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0020,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00098.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00098.mp4,sha256_validated_against_hf_lfs_metadata,546b68c90a94a3a58817b42eaa888a6333022bfede0fc4fc9e26e27d597178cd,17809307,40.098039,5,1227,30.600000000,1280,720,collision_or_near_collision,16.823,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Clear""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0021,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00099.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00099.mp4,sha256_validated_against_hf_lfs_metadata,3cfd6a2a1b0e22400c412a5cbfb2a52efd39ddf2c7bff1ec4cbdda261fb02304,29272552,40.852459,5,1246,30.500000000,1280,720,collision_or_near_collision,15.959,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Clear""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0022,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00100.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00100.mp4,sha256_validated_against_hf_lfs_metadata,282dbf9857a5a0b43998452790515eec7159b15990bf23803e2937baec0e029b,9609021,38.766667,4,1163,30.000000000,1280,720,collision_or_near_collision,17.233,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Cloudy""}",pool_audit,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0023,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00109.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00109.mp4,sha256_validated_against_hf_lfs_metadata,01bbf1ec399de2bb8c89a0ea544d8b3da8309c1bd8bede8a971a9cbf647b0627,18652732,40.066667,5,1202,30.000000000,1280,720,collision_or_near_collision,16.167,"{""light_conditions"":""Normal"",""scene"":""Highway"",""weather"":""Cloudy""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0024,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00111.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00111.mp4,sha256_validated_against_hf_lfs_metadata,bbffdcfd3b28e20d20f07a853ce6e2b1e923f1ad5cc34cfe022eaf8ba2ff7ba5,11158116,40.133333,5,1204,30.000000000,1280,720,collision_or_near_collision,18.167,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Cloudy""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
pool_0025,nexar_collision_prediction,nexar-ai/nexar_collision_prediction,aa97deda5a59f00bb7187739053b7c72e14374df,train,nexar:00123.mp4,video/mp4,datasets/casq_external/nexar/videos_hf/train/positive/00123.mp4,sha256_validated_against_hf_lfs_metadata,4e3f50f9cdd7a48056394cfb85da5b179eddb8a7caf10f362371bd03a5844c60,14138130,40.533333,5,1216,30.000000000,1280,720,collision_or_near_collision,18.133,"{""light_conditions"":""Normal"",""scene"":""Urban"",""weather"":""Rain""}",model_train,ELIGIBLE_NEXAR_OPEN_DATA_LICENSE,NO_EXACT_BENCHMARK_OVERLAP_PROVIDER_SEPARATED_PERCEPTUAL_AND_CAPTURE_SESSION_LINEAGE_UNRESOLVED,FFPROBE_PASS,ELIGIBLE_PENDING_CANDIDATE_EXTRACTION,NOT_RUN_PENDING_AUTHORITY,NOT_RUN_PENDING_AUTHORITY,UNKNOWN_NO_FROZEN_ORACLE_LABELS,false,"Provider collision/normal tag and timing are sampling metadata only; they are not Q1/Q2 labels, targets, or model features."
