call_idx,unit_id,oracle_label_after_query,outcome_is_determinate,verified_positive,propagated_unit_count,proxy_score,selection_reason,oracle_accessed_only_after_selection
35,33,negative,True,False,0,0.3543893665316283,sealed_label_blind_pstr_5_to_4,True
36,5,positive,True,True,0,0.3522120993424013,sealed_label_blind_pstr_5_to_4,True
37,117,negative,True,False,0,0.3507791341121752,sealed_label_blind_pstr_5_to_4,True
38,12,positive,True,True,0,0.3507529698913206,sealed_label_blind_pstr_5_to_4,True
39,39,positive,True,True,0,0.3501125549310816,sealed_label_blind_pstr_5_to_4,True
40,10,negative,True,False,0,0.3467367359039481,sealed_label_blind_pstr_5_to_4,True
41,108,negative,True,False,0,0.3398243028206858,sealed_label_blind_pstr_5_to_4,True
42,66,negative,True,False,0,0.3381812183226065,sealed_label_blind_pstr_5_to_4,True
43,16,negative,True,False,0,0.3355195024543571,sealed_label_blind_pstr_5_to_4,True
44,28,negative,True,False,0,0.3352699841464713,sealed_label_blind_pstr_5_to_4,True
45,112,negative,True,False,0,0.3350807767878401,sealed_label_blind_pstr_5_to_4,True
46,67,negative,True,False,0,0.3335652565989112,sealed_label_blind_pstr_5_to_4,True
47,72,negative,True,False,0,0.3329139731574577,sealed_label_blind_pstr_5_to_4,True
48,78,negative,True,False,0,0.3313217882819632,sealed_label_blind_pstr_5_to_4,True
49,54,negative,True,False,0,0.3301151159087901,sealed_label_blind_pstr_5_to_4,True
50,100,negative,True,False,0,0.3232103221728425,sealed_label_blind_pstr_5_to_4,True
51,3,positive,True,True,0,0.320872522854531,sealed_label_blind_pstr_5_to_4,True
52,97,negative,True,False,0,0.3204710179087743,sealed_label_blind_pstr_5_to_4,True
53,69,negative,True,False,0,0.3158531897468836,sealed_label_blind_pstr_5_to_4,True
54,57,negative,True,False,0,0.3154377448834691,sealed_label_blind_pstr_5_to_4,True
55,60,negative,True,False,0,0.3148930426986801,sealed_label_blind_pstr_5_to_4,True
56,75,negative,True,False,0,0.3142637694668437,sealed_label_blind_pstr_5_to_4,True
57,65,negative,True,False,0,0.311365109398949,sealed_label_blind_pstr_5_to_4,True
58,63,negative,True,False,0,0.295905707398651,sealed_label_blind_pstr_5_to_4,True
59,9,positive,True,True,0,0.2921969348167256,sealed_label_blind_pstr_5_to_4,True
60,62,negative,True,False,0,0.2904605030566576,sealed_label_blind_pstr_5_to_4,True
61,26,negative,True,False,0,0.2883331557942068,sealed_label_blind_pstr_5_to_4,True
62,52,negative,True,False,0,0.2874695883569619,sealed_label_blind_pstr_5_to_4,True
63,8,negative,True,False,0,0.280751832560017,sealed_label_blind_pstr_5_to_4,True
64,115,negative,True,False,0,0.2806702374659445,sealed_label_blind_pstr_5_to_4,True
65,34,negative,True,False,0,0.280091606228985,sealed_label_blind_pstr_5_to_4,True
66,61,negative,True,False,0,0.2742392307788646,sealed_label_blind_pstr_5_to_4,True
67,37,negative,True,False,0,0.2711091970707555,sealed_label_blind_pstr_5_to_4,True
68,6,negative,True,False,0,0.2668541408594236,sealed_label_blind_pstr_5_to_4,True
69,109,negative,True,False,0,0.2665641906520992,sealed_label_blind_pstr_5_to_4,True
70,90,negative,True,False,0,0.2659787337534144,sealed_label_blind_pstr_5_to_4,True
71,38,positive,True,True,0,0.2613564787105142,sealed_label_blind_pstr_5_to_4,True
72,41,negative,True,False,0,0.2503379029215565,sealed_label_blind_pstr_5_to_4,True
73,48,negative,True,False,0,0.2499864961350402,sealed_label_blind_pstr_5_to_4,True
74,25,positive,True,True,0,0.2458370010258339,sealed_label_blind_pstr_5_to_4,True
75,7,positive,True,True,0,0.2443440442542616,sealed_label_blind_pstr_5_to_4,True
76,96,positive,True,True,0,0.2406992712578868,sealed_label_blind_pstr_5_to_4,True
77,2,negative,True,False,0,0.2183258359016359,sealed_label_blind_pstr_5_to_4,True
78,32,positive,True,True,0,0.2178679718882723,sealed_label_blind_pstr_5_to_4,True
79,15,negative,True,False,0,0.2156667567223876,sealed_label_blind_pstr_5_to_4,True
