step_idx,action_type,target_id,reason,action_cost,spent_after_commit,remaining_after_commit,scanned_cells,scanned_units,verify_count,verified_positive_units,returned_event_count,event_precision,event_recall,event_f1,public_state_hash,label_revealed_only_for_verify
45,VERIFY,44,arc_progressive_sampling_label_propagation,1.0,14.5,35.5,35,347,11,0,0,0.0,0.0,0.0,48f89dd756eeed09bbed279c0fc418649b461dc65dfd90a85f49686ec4b75166,True
46,VERIFY,185,arc_progressive_sampling_label_propagation,1.0,15.5,34.5,35,347,12,1,1,1.0,0.038461538461538464,0.07407407407407407,4118e5e43b84598aaa4cc3699682e82c8f5ac791af90f38d8f5c9719ff1cfff1,True
47,VERIFY,337,arc_progressive_sampling_label_propagation,1.0,16.5,33.5,35,347,13,1,1,1.0,0.038461538461538464,0.07407407407407407,ec63e5db61eee57be01815e196c6c45701691b08a9ac8bb2dd4df51d0ec8437a,True
48,VERIFY,9,arc_progressive_sampling_label_propagation,1.0,17.5,32.5,35,347,14,1,1,1.0,0.038461538461538464,0.07407407407407407,7ee9406ae93aceda3c518cd8f46f18089d07d0a1f7bc0f6008c0d0fac92ff2c3,True
49,VERIFY,13,arc_progressive_sampling_label_propagation,1.0,18.5,31.5,35,347,15,1,1,1.0,0.038461538461538464,0.07407407407407407,b29fdaa90af2c1c86eb9d412b357880f9e5fb021b50cac17c049c40fc0a3c7b6,True
50,VERIFY,334,arc_progressive_sampling_label_propagation,1.0,19.5,30.5,35,347,16,1,1,1.0,0.038461538461538464,0.07407407407407407,b60aab7f4f7b9aab9984b6959ade56af94d3ae1145705a82bbf83b0f2eedaa2a,True
51,VERIFY,328,arc_progressive_sampling_label_propagation,1.0,20.5,29.5,35,347,17,1,1,1.0,0.038461538461538464,0.07407407407407407,a57c2ccd4e9a7e92065b6b4556e754a02f7a78a93a011e06d32dba795ddd38d1,True
52,VERIFY,329,arc_progressive_sampling_label_propagation,1.0,21.5,28.5,35,347,18,1,1,1.0,0.038461538461538464,0.07407407407407407,4ec2a5c28762f37eaaebb9fa73c4976fd653faee65a9b1e18842a79f7eea7e80,True
53,VERIFY,48,arc_progressive_sampling_label_propagation,1.0,22.5,27.5,35,347,19,1,1,1.0,0.038461538461538464,0.07407407407407407,42cffa0307c70d51e073d10e9a74ee11962bdd8709b3d1377410f2bfbbc3610a,True
54,VERIFY,335,arc_progressive_sampling_label_propagation,1.0,23.5,26.5,35,347,20,1,1,1.0,0.038461538461538464,0.07407407407407407,bc5ae4dd9e4ff2e5968fe12f5984fe57856ef57a98713d08e16cf3f2e9aab85e,True
55,VERIFY,336,arc_progressive_sampling_label_propagation,1.0,24.5,25.5,35,347,21,1,1,1.0,0.038461538461538464,0.07407407407407407,a0e85431f1a803b0a4079944fb3d9de89818b8666b0669d5c37b587e5aa2b472,True
56,VERIFY,333,arc_progressive_sampling_label_propagation,1.0,25.5,24.5,35,347,22,1,1,1.0,0.038461538461538464,0.07407407407407407,7205512d511a90d5c4cfeef03b54050967d8891b4367620a0cacc142b23395e8,True
57,VERIFY,315,arc_progressive_sampling_label_propagation,1.0,26.5,23.5,35,347,23,1,1,1.0,0.038461538461538464,0.07407407407407407,baf06633e536c4fd6cdd7c02d4cacb4b0573e66045df53b6a83aa159b353437e,True
58,VERIFY,317,arc_progressive_sampling_label_propagation,1.0,27.5,22.5,35,347,24,2,2,1.0,0.07692307692307693,0.14285714285714288,ffb38171ecd94b442dfc4de1b6029f0a768d3577560211d585da98f905c11982,True
59,VERIFY,109,arc_progressive_sampling_label_propagation,1.0,28.5,21.5,35,347,25,2,2,1.0,0.07692307692307693,0.14285714285714288,0ce7a82adb632ca66b0da3b28d6f2eadf09138bf6b141d7f1b67f1da5bfab220,True
60,VERIFY,104,arc_progressive_sampling_label_propagation,1.0,29.5,20.5,35,347,26,2,2,1.0,0.07692307692307693,0.14285714285714288,79e7d71bbf8d01e7767f5a5824cfa40138f2f52d1ec74d41b964593323f26e8a,True
61,VERIFY,114,arc_progressive_sampling_label_propagation,1.0,30.5,19.5,35,347,27,2,2,1.0,0.07692307692307693,0.14285714285714288,8f1f535e4d7da38204be62fd49b1563528de558c93c8cdf6706d935d43cb6f31,True
62,VERIFY,321,arc_progressive_sampling_label_propagation,1.0,31.5,18.5,35,347,28,2,2,1.0,0.07692307692307693,0.14285714285714288,0f39aa027ccaaa8dc53d2b462499c62e1267bf15c8efb74fc54e7104652b4672,True
63,VERIFY,343,arc_progressive_sampling_label_propagation,1.0,32.5,17.5,35,347,29,2,2,1.0,0.07692307692307693,0.14285714285714288,63cb70a3e8f8f9272620cede80f6d60461c773fffd94b892cad41ff1584c5435,True
64,VERIFY,326,arc_progressive_sampling_label_propagation,1.0,33.5,16.5,35,347,30,2,2,1.0,0.07692307692307693,0.14285714285714288,1d7e0358763f98a3336fdc343dc514c200d8086ec524df627190fdbb3fd77ea6,True
65,VERIFY,314,arc_progressive_sampling_label_propagation,1.0,34.5,15.5,35,347,31,2,2,1.0,0.07692307692307693,0.14285714285714288,1373fbffeb5210ac72ac89885be6920d1e79f9ee07c1702fd37c62df6c76101e,True
66,VERIFY,107,arc_progressive_sampling_label_propagation,1.0,35.5,14.5,35,347,32,2,2,1.0,0.07692307692307693,0.14285714285714288,aed5decd23f23a45907c6706fdbc540be64ec2186c8762e7b3e58f27a1a3efb3,True
67,VERIFY,323,arc_progressive_sampling_label_propagation,1.0,36.5,13.5,35,347,33,2,2,1.0,0.07692307692307693,0.14285714285714288,4220d64a69d2c1513a4906a950237e2c229f19cc6842b465d2b9fb4feebc0669,True
68,VERIFY,115,arc_progressive_sampling_label_propagation,1.0,37.5,12.5,35,347,34,2,2,1.0,0.07692307692307693,0.14285714285714288,96983201047dc7c2588eb4d95391d84fc41a393b7280015ae1e787b2ef32e18c,True
69,VERIFY,116,arc_progressive_sampling_label_propagation,1.0,38.5,11.5,35,347,35,2,2,1.0,0.07692307692307693,0.14285714285714288,2b0dc09dd0217f321985eeb1de9fcdc97a986539ee841b0806ea18c27d75c916,True
70,VERIFY,319,arc_progressive_sampling_label_propagation,1.0,39.5,10.5,35,347,36,2,2,1.0,0.07692307692307693,0.14285714285714288,de7f44ac8802f5fc31fea38bdeef52cc1c33e5de65fd17058744d09addbd34a8,True
71,VERIFY,322,arc_progressive_sampling_label_propagation,1.0,40.5,9.5,35,347,37,3,3,1.0,0.11538461538461539,0.20689655172413793,4cc272942b94ec421ce4b3d134690f0fa1bcf4d287ea4216bae064e926cbd931,True
72,VERIFY,105,arc_progressive_sampling_label_propagation,1.0,41.5,8.5,35,347,38,3,3,1.0,0.11538461538461539,0.20689655172413793,a145b0e298605de6fb92227c8432d66b4544fd2988b1effe10bd69335fb72bb6,True
73,VERIFY,320,arc_progressive_sampling_label_propagation,1.0,42.5,7.5,35,347,39,3,3,1.0,0.11538461538461539,0.20689655172413793,d461e7030afe2312683b360233b5febdc4a455ed1f71e39328417cd123e70a0d,True
74,VERIFY,307,arc_progressive_sampling_label_propagation,1.0,43.5,6.5,35,347,40,3,3,1.0,0.11538461538461539,0.20689655172413793,868c8fc08e35dec2d85c69f60e8bc8b3a2f029c7b09eadde32b983c9b4dee5fb,True
75,VERIFY,306,arc_progressive_sampling_label_propagation,1.0,44.5,5.5,35,347,41,3,3,1.0,0.11538461538461539,0.20689655172413793,f207a8f93988ea1bd7ead20dfdad33f9ebb3c4ce8cf622ab277c6887f79336b9,True
76,VERIFY,346,arc_progressive_sampling_label_propagation,1.0,45.5,4.5,35,347,42,3,3,1.0,0.11538461538461539,0.20689655172413793,4a3fd011c21fffd1f05b3ad52fe4203cde259a5dbe8b656073672196fe4eb316,True
77,VERIFY,125,arc_progressive_sampling_label_propagation,1.0,46.5,3.5,35,347,43,3,3,1.0,0.11538461538461539,0.20689655172413793,c13f664da7e5d9e518d67984e41e64f588685d67383a68d155aca2750941d82d,True
78,VERIFY,46,arc_progressive_sampling_label_propagation,1.0,47.5,2.5,35,347,44,3,3,1.0,0.11538461538461539,0.20689655172413793,e66957252390bd5f6a577fe492326ae9f99ff38a443d5093a75dca26a0462ae6,True
79,VERIFY,305,arc_progressive_sampling_label_propagation,1.0,48.5,1.5,35,347,45,3,3,1.0,0.11538461538461539,0.20689655172413793,3ab3d9908ff5623cf00a8f317292f5c8e56d656e9a6ade23f67cf2d99bdc5781,True
80,VERIFY,106,arc_progressive_sampling_label_propagation,1.0,49.5,0.5,35,347,46,3,3,1.0,0.11538461538461539,0.20689655172413793,e028620e404e90a7415ba123953e1dbfd3dbd3b42c7723bac7db729c65f5ef55,True
