call_idx,unit_id,oracle_label_after_query,proxy_score,selection_reason
65,34,negative,0.280091606228985,sealed_label_blind_pstr_5_to_4
66,61,negative,0.2742392307788646,sealed_label_blind_pstr_5_to_4
67,37,negative,0.2711091970707555,sealed_label_blind_pstr_5_to_4
68,6,negative,0.2668541408594236,sealed_label_blind_pstr_5_to_4
69,109,negative,0.2665641906520992,sealed_label_blind_pstr_5_to_4
70,90,negative,0.2659787337534144,sealed_label_blind_pstr_5_to_4
71,38,positive,0.2613564787105142,sealed_label_blind_pstr_5_to_4
72,41,negative,0.2503379029215565,sealed_label_blind_pstr_5_to_4
73,48,negative,0.2499864961350402,sealed_label_blind_pstr_5_to_4
74,25,positive,0.2458370010258339,sealed_label_blind_pstr_5_to_4
75,7,positive,0.2443440442542616,sealed_label_blind_pstr_5_to_4
76,96,positive,0.2406992712578868,sealed_label_blind_pstr_5_to_4
77,2,negative,0.2183258359016359,sealed_label_blind_pstr_5_to_4
78,32,positive,0.2178679718882723,sealed_label_blind_pstr_5_to_4
79,15,negative,0.2156667567223876,sealed_label_blind_pstr_5_to_4
