video_id,query_id,unit_id,start_time,end_time,unit_score,top_track_id,top_class_id,candidate_count,top_track_evidence_json
V0,Q1,23,230.0,240.0,0.7866992812079936,3.0,2.0,16,"{""approximate_ttc_urgency"": 1.1160531033546546, ""box_growth"": 2.0275312087865736, ""front_region_occupancy"": 0.6769342257107687, ""path_directed_lateral_motion"": 0.015844348143105806, ""track_persistence"": 32.0}"
V0,Q1,24,240.0,250.0,0.8004212553380494,64.0,2.0,17,"{""approximate_ttc_urgency"": 1.0150547599959907, ""box_growth"": 1.8543373323990955, ""front_region_occupancy"": 0.7295255126861604, ""path_directed_lateral_motion"": 0.020259940551009936, ""track_persistence"": 24.0}"
V0,Q1,25,250.0,260.0,0.7975761543401637,1.0,2.0,13,"{""approximate_ttc_urgency"": 0.773963279631894, ""box_growth"": 1.375207183047958, ""front_region_occupancy"": 0.7751306630713817, ""path_directed_lateral_motion"": 0.024605994193292468, ""track_persistence"": 47.0}"
V0,Q1,26,260.0,270.0,0.8203143575366992,1.0,2.0,8,"{""approximate_ttc_urgency"": 1.6131460824703636, ""box_growth"": 2.768868168935017, ""front_region_occupancy"": 0.7985352184886922, ""path_directed_lateral_motion"": 0.007044793531548058, ""track_persistence"": 50.0}"
V0,Q1,27,270.0,280.0,0.7744682944942831,1.0,2.0,4,"{""approximate_ttc_urgency"": 1.9065602308170682, ""box_growth"": 3.1801103579205092, ""front_region_occupancy"": 0.749847707260748, ""path_directed_lateral_motion"": 0.006964049090545455, ""track_persistence"": 18.0}"
V0,Q1,28,280.0,290.0,0.8131997815384997,1.0,2.0,8,"{""approximate_ttc_urgency"": 1.6563886048812222, ""box_growth"": 2.803512869578835, ""front_region_occupancy"": 0.7568154026068427, ""path_directed_lateral_motion"": 0.008050125400304808, ""track_persistence"": 48.0}"
V0,Q1,29,290.0,300.0,0.7510120295708049,4.0,2.0,15,"{""approximate_ttc_urgency"": 1.6308734962664904, ""box_growth"": 2.817300137745764, ""front_region_occupancy"": 0.432340052348596, ""path_directed_lateral_motion"": 0.04700839099952832, ""track_persistence"": 11.0}"
V0,Q1,30,300.0,310.0,0.8561066411577546,1.0,2.0,11,"{""approximate_ttc_urgency"": 1.0469419817907766, ""box_growth"": 1.831369120875119, ""front_region_occupancy"": 0.7598771655503164, ""path_directed_lateral_motion"": 0.03017648642070514, ""track_persistence"": 49.0}"
V0,Q1,31,310.0,320.0,0.6732822107702013,2.0,2.0,10,"{""approximate_ttc_urgency"": 0.7513481221871483, ""box_growth"": 1.3743896890383458, ""front_region_occupancy"": 0.6807963091984137, ""path_directed_lateral_motion"": 0.004901489565658174, ""track_persistence"": 49.0}"
V0,Q1,32,320.0,330.0,0.7587039202414767,4.0,2.0,7,"{""approximate_ttc_urgency"": 0.4590151368899608, ""box_growth"": 0.8430331646931827, ""front_region_occupancy"": 0.9496157004722869, ""path_directed_lateral_motion"": 0.19664811900215093, ""track_persistence"": 35.0}"
V0,Q1,33,330.0,340.0,0.7733541898343834,60.0,2.0,8,"{""approximate_ttc_urgency"": 0.6528518497275949, ""box_growth"": 1.130758200088199, ""front_region_occupancy"": 0.7487303451358996, ""path_directed_lateral_motion"": 0.09839425391791938, ""track_persistence"": 16.0}"
V0,Q1,34,340.0,350.0,0.5532843568660105,1.0,2.0,13,"{""approximate_ttc_urgency"": 0.6288775353351108, ""box_growth"": 1.173551471210441, ""front_region_occupancy"": 0.6101532838784265, ""path_directed_lateral_motion"": 0.004606565726530934, ""track_persistence"": 10.0}"
V0,Q1,35,350.0,360.0,0.592642450065702,82.0,5.0,13,"{""approximate_ttc_urgency"": 1.2537307225863186, ""box_growth"": 2.1654395108906503, ""front_region_occupancy"": 0.0, ""path_directed_lateral_motion"": 0.01906379430937437, ""track_persistence"": 8.0}"
V0,Q1,36,360.0,370.0,0.5664493164070471,31.0,2.0,8,"{""approximate_ttc_urgency"": 0.4778017397500875, ""box_growth"": 0.8944246277030441, ""front_region_occupancy"": 0.5011803067417278, ""path_directed_lateral_motion"": 0.01398659021709497, ""track_persistence"": 40.0}"
V0,Q1,37,370.0,380.0,0.7100083333151265,42.0,2.0,5,"{""approximate_ttc_urgency"": 0.5595744355990495, ""box_growth"": 1.0459306490202502, ""front_region_occupancy"": 0.6171837208239955, ""path_directed_lateral_motion"": 0.050052016675341024, ""track_persistence"": 35.0}"
V0,Q1,38,380.0,390.0,0.7458880078099253,1.0,2.0,7,"{""approximate_ttc_urgency"": 2.4506700071450296, ""box_growth"": 4.176495750513312, ""front_region_occupancy"": 0.3460178364872829, ""path_directed_lateral_motion"": 0.11997535154294138, ""track_persistence"": 7.0}"
V0,Q1,39,390.0,400.0,0.6261911309583239,44.0,2.0,4,"{""approximate_ttc_urgency"": 1.040052050451947, ""box_growth"": 1.8455583071750055, ""front_region_occupancy"": 0.0, ""path_directed_lateral_motion"": 0.09163733100781633, ""track_persistence"": 6.0}"
V0,Q1,40,400.0,410.0,0.49840619771745776,1.0,2.0,4,"{""approximate_ttc_urgency"": 0.48079867790136094, ""box_growth"": 0.8819697557025789, ""front_region_occupancy"": 0.36746428567214784, ""path_directed_lateral_motion"": 0.032960262286224305, ""track_persistence"": 6.0}"
V0,Q1,41,410.0,420.0,0.6511208442128158,38.0,2.0,1,"{""approximate_ttc_urgency"": 0.7903091687969426, ""box_growth"": 1.4556982858056091, ""front_region_occupancy"": 0.6967380430720556, ""path_directed_lateral_motion"": 0.0037906177189000545, ""track_persistence"": 20.0}"
V0,Q1,42,420.0,430.0,0.7615926488208637,24.0,2.0,10,"{""approximate_ttc_urgency"": 0.97649820915026, ""box_growth"": 1.7334443329381735, ""front_region_occupancy"": 0.7184650763109857, ""path_directed_lateral_motion"": 0.01144918026407785, ""track_persistence"": 35.0}"
V0,Q1,43,430.0,440.0,0.7547770079755836,8.0,2.0,23,"{""approximate_ttc_urgency"": 1.6150497087070512, ""box_growth"": 2.8085629618570427, ""front_region_occupancy"": 0.14721399963866438, ""path_directed_lateral_motion"": 0.04432647286880176, ""track_persistence"": 50.0}"
V0,Q1,44,440.0,450.0,0.7199134990678859,5.0,5.0,14,"{""approximate_ttc_urgency"": 0.9276789435006255, ""box_growth"": 1.5256499659436495, ""front_region_occupancy"": 0.3594983953297896, ""path_directed_lateral_motion"": 0.043213534727281795, ""track_persistence"": 48.0}"
V0,Q1,45,450.0,460.0,0.6883758090891623,11.0,2.0,13,"{""approximate_ttc_urgency"": 1.7617551035785157, ""box_growth"": 2.643765093470115, ""front_region_occupancy"": 0.0, ""path_directed_lateral_motion"": 0.12073823774710882, ""track_persistence"": 8.0}"
V0,Q1,46,460.0,470.0,0.79613299223687,2.0,2.0,19,"{""approximate_ttc_urgency"": 2.2497330120734254, ""box_growth"": 3.487489627109915, ""front_region_occupancy"": 0.32937655727482523, ""path_directed_lateral_motion"": 0.06197469632867176, ""track_persistence"": 41.0}"
V0,Q1,47,470.0,480.0,0.6787027545426796,5.0,7.0,11,"{""approximate_ttc_urgency"": 0.5969418744153376, ""box_growth"": 1.1007598122328401, ""front_region_occupancy"": 0.6183072689954944, ""path_directed_lateral_motion"": 0.01572776143548193, ""track_persistence"": 50.0}"
V0,Q1,48,480.0,490.0,0.6600899367779804,4.0,2.0,8,"{""approximate_ttc_urgency"": 0.6520240608606694, ""box_growth"": 1.0785777390034799, ""front_region_occupancy"": 0.7372282792437594, ""path_directed_lateral_motion"": 0.0072181238719241266, ""track_persistence"": 37.0}"
V0,Q1,49,490.0,500.0,0.8486271020870376,1.0,2.0,6,"{""approximate_ttc_urgency"": 1.1139459158633822, ""box_growth"": 1.9603328886459663, ""front_region_occupancy"": 0.772894552346178, ""path_directed_lateral_motion"": 0.019010388537379366, ""track_persistence"": 50.0}"
V0,Q1,50,500.0,510.0,0.6909839742778463,52.0,5.0,7,"{""approximate_ttc_urgency"": 0.4837048059260333, ""box_growth"": 0.9111794209686366, ""front_region_occupancy"": 0.7203289360116792, ""path_directed_lateral_motion"": 0.07842057466265875, ""track_persistence"": 13.0}"
V0,Q1,51,510.0,520.0,0.7791512904709063,2.0,2.0,6,"{""approximate_ttc_urgency"": 0.47285516848578146, ""box_growth"": 0.8903355977445103, ""front_region_occupancy"": 0.8671096637951179, ""path_directed_lateral_motion"": 0.13744007213443513, ""track_persistence"": 50.0}"
V0,Q1,52,520.0,530.0,0.8561069746213569,1.0,2.0,11,"{""approximate_ttc_urgency"": 0.7834772831398426, ""box_growth"": 1.388929616107939, ""front_region_occupancy"": 0.7978664682347278, ""path_directed_lateral_motion"": 0.0923259436015032, ""track_persistence"": 48.0}"
V0,Q1,53,530.0,540.0,0.8855480356864389,3.0,2.0,8,"{""approximate_ttc_urgency"": 1.895015680894034, ""box_growth"": 3.1342275637780586, ""front_region_occupancy"": 0.7272224881731182, ""path_directed_lateral_motion"": 0.0428830070401669, ""track_persistence"": 25.0}"
V0,Q1,54,540.0,550.0,0.797326576664348,3.0,2.0,7,"{""approximate_ttc_urgency"": 1.4981640386947332, ""box_growth"": 2.48968162079199, ""front_region_occupancy"": 0.7266396725864938, ""path_directed_lateral_motion"": 0.008416733772682155, ""track_persistence"": 46.0}"
V0,Q1,55,550.0,560.0,0.8576081292873775,3.0,2.0,11,"{""approximate_ttc_urgency"": 1.149814006440509, ""box_growth"": 2.192925353581351, ""front_region_occupancy"": 0.6019299063748783, ""path_directed_lateral_motion"": 0.1310091227432188, ""track_persistence"": 30.0}"
V0,Q1,56,560.0,570.0,0.6030898408404743,67.0,2.0,15,"{""approximate_ttc_urgency"": 0.6805591433900695, ""box_growth"": 1.1639104782215244, ""front_region_occupancy"": 0.11756276947387953, ""path_directed_lateral_motion"": 0.06695764559120568, ""track_persistence"": 16.0}"
V0,Q1,57,570.0,580.0,0.8374041709397746,37.0,5.0,8,"{""approximate_ttc_urgency"": 1.232135545933414, ""box_growth"": 2.044528760362128, ""front_region_occupancy"": 0.5461486023997912, ""path_directed_lateral_motion"": 0.23718615965611425, ""track_persistence"": 24.0}"
V0,Q1,58,580.0,590.0,0.5634070090216782,1.0,2.0,4,"{""approximate_ttc_urgency"": 1.0696697399897184, ""box_growth"": 2.054025432226291, ""front_region_occupancy"": 0.3980313149746509, ""path_directed_lateral_motion"": 0.0, ""track_persistence"": 14.0}"
V0,Q1,59,590.0,600.0,0.8697455865844163,44.0,2.0,6,"{""approximate_ttc_urgency"": 1.8592826867731964, ""box_growth"": 3.070074417108337, ""front_region_occupancy"": 0.7311524754141265, ""path_directed_lateral_motion"": 0.02478957653454372, ""track_persistence"": 33.0}"
V0,Q1,60,600.0,610.0,0.7053090439587127,1.0,5.0,8,"{""approximate_ttc_urgency"": 0.6646629623208576, ""box_growth"": 1.1510490034621628, ""front_region_occupancy"": 0.42373306519982845, ""path_directed_lateral_motion"": 0.08506417918709433, ""track_persistence"": 49.0}"
V0,Q1,61,610.0,620.0,0.9419510892741817,2.0,5.0,10,"{""approximate_ttc_urgency"": 1.4113925702874985, ""box_growth"": 2.3681662206927965, ""front_region_occupancy"": 0.846745734318069, ""path_directed_lateral_motion"": 0.07486948818900954, ""track_persistence"": 50.0}"
V0,Q1,62,620.0,630.0,0.8176183844897403,2.0,2.0,9,"{""approximate_ttc_urgency"": 0.8010654604235437, ""box_growth"": 1.459631735243032, ""front_region_occupancy"": 0.8129102398717005, ""path_directed_lateral_motion"": 0.022951448408656188, ""track_persistence"": 50.0}"
V0,Q1,63,630.0,640.0,0.8388345786258558,2.0,2.0,10,"{""approximate_ttc_urgency"": 1.003376266093191, ""box_growth"": 1.7522400304063026, ""front_region_occupancy"": 0.8329593314151861, ""path_directed_lateral_motion"": 0.01904487976512962, ""track_persistence"": 50.0}"
V0,Q1,64,640.0,650.0,0.9002311946535894,3.0,2.0,11,"{""approximate_ttc_urgency"": 1.7071663232945904, ""box_growth"": 2.910361406121182, ""front_region_occupancy"": 0.8147683956349998, ""path_directed_lateral_motion"": 0.027079905319184232, ""track_persistence"": 49.0}"
V0,Q1,65,650.0,660.0,0.5255169539125182,6.0,7.0,7,"{""approximate_ttc_urgency"": 1.0371771825064486, ""box_growth"": 1.9007884135097375, ""front_region_occupancy"": 0.27424173327076634, ""path_directed_lateral_motion"": 0.0, ""track_persistence"": 13.0}"
V0,Q1,66,660.0,670.0,0.5417383042105008,27.0,2.0,4,"{""approximate_ttc_urgency"": 0.859502016040726, ""box_growth"": 1.5545926615715737, ""front_region_occupancy"": 0.49044095980417396, ""path_directed_lateral_motion"": 0.0, ""track_persistence"": 11.0}"
V0,Q1,67,670.0,680.0,0.748099165101485,29.0,2.0,3,"{""approximate_ttc_urgency"": 1.4856313188967798, ""box_growth"": 2.5614679348398277, ""front_region_occupancy"": 0.7210880031694412, ""path_directed_lateral_motion"": 0.0102531134953198, ""track_persistence"": 10.0}"
V0,Q1,68,680.0,690.0,0.8431640997628665,2.0,2.0,16,"{""approximate_ttc_urgency"": 1.133895211261486, ""box_growth"": 2.0373585388550204, ""front_region_occupancy"": 0.911815366955987, ""path_directed_lateral_motion"": 0.014365040047847694, ""track_persistence"": 50.0}"
V0,Q1,69,690.0,700.0,0.6159803625725734,11.0,5.0,15,"{""approximate_ttc_urgency"": 0.7446804920264569, ""box_growth"": 1.355572489476033, ""front_region_occupancy"": 0.027691093453405168, ""path_directed_lateral_motion"": 0.028974697604930804, ""track_persistence"": 45.0}"
V0,Q1,70,700.0,710.0,0.8829168492012258,3.0,2.0,10,"{""approximate_ttc_urgency"": 1.2845267641482405, ""box_growth"": 1.862288547838698, ""front_region_occupancy"": 0.7233386303827074, ""path_directed_lateral_motion"": 0.3915764449892898, ""track_persistence"": 18.0}"
V0,Q1,71,710.0,720.0,0.7209190572582915,2.0,2.0,34,"{""approximate_ttc_urgency"": 1.4527206653509255, ""box_growth"": 2.529677519308392, ""front_region_occupancy"": 0.754189025030549, ""path_directed_lateral_motion"": 0.0, ""track_persistence"": 21.0}"
V0,Q1,72,720.0,730.0,0.9117182268184203,2.0,2.0,28,"{""approximate_ttc_urgency"": 1.7721694022338859, ""box_growth"": 2.8707356649684264, ""front_region_occupancy"": 0.8223846315588, ""path_directed_lateral_motion"": 0.028461541251068912, ""track_persistence"": 50.0}"
V0,Q1,73,730.0,740.0,0.8700777740405498,3.0,2.0,28,"{""approximate_ttc_urgency"": 2.5200326596448455, ""box_growth"": 4.0457454662710575, ""front_region_occupancy"": 0.780970287560313, ""path_directed_lateral_motion"": 0.017465753738869057, ""track_persistence"": 41.0}"
V0,Q1,74,740.0,750.0,0.7699369117049846,46.0,2.0,16,"{""approximate_ttc_urgency"": 1.419791571531686, ""box_growth"": 2.3592832028413624, ""front_region_occupancy"": 0.6061136588144166, ""path_directed_lateral_motion"": 0.05247975406082729, ""track_persistence"": 6.0}"
V0,Q1,75,750.0,760.0,0.7996297101209754,39.0,5.0,19,"{""approximate_ttc_urgency"": 0.7903227947411008, ""box_growth"": 1.5549438724247298, ""front_region_occupancy"": 0.6836234848182017, ""path_directed_lateral_motion"": 0.05115128548234847, ""track_persistence"": 27.0}"
V0,Q1,76,760.0,770.0,0.5850006347222718,2.0,2.0,6,"{""approximate_ttc_urgency"": 0.13587984753902138, ""box_growth"": 0.30369499751927376, ""front_region_occupancy"": 0.6479578060946531, ""path_directed_lateral_motion"": 0.12552307479166686, ""track_persistence"": 50.0}"
V0,Q1,77,770.0,780.0,0.657355493673766,15.0,2.0,12,"{""approximate_ttc_urgency"": 0.48751414575778707, ""box_growth"": 0.8843462116585243, ""front_region_occupancy"": 0.7597929610624653, ""path_directed_lateral_motion"": 0.03307462375335011, ""track_persistence"": 11.0}"
V0,Q1,78,780.0,790.0,0.6803078154378341,2.0,7.0,7,"{""approximate_ttc_urgency"": 0.9397718993566615, ""box_growth"": 1.717096963589017, ""front_region_occupancy"": 0.6932016420196225, ""path_directed_lateral_motion"": 0.0, ""track_persistence"": 49.0}"
V0,Q1,79,790.0,800.0,0.560771661245363,3.0,2.0,10,"{""approximate_ttc_urgency"": 0.3615704424879922, ""box_growth"": 0.7180558108401264, ""front_region_occupancy"": 0.6627196171953714, ""path_directed_lateral_motion"": 0.009444715410808968, ""track_persistence"": 50.0}"
V0,Q1,80,800.0,810.0,0.6102252685672673,1.0,2.0,7,"{""approximate_ttc_urgency"": 0.6677373749031668, ""box_growth"": 1.2274143790000158, ""front_region_occupancy"": 0.6987654962028552, ""path_directed_lateral_motion"": 0.010148129827444105, ""track_persistence"": 7.0}"
V0,Q1,81,810.0,820.0,0.7354212340703012,1.0,2.0,1,"{""approximate_ttc_urgency"": 0.3902101200655971, ""box_growth"": 0.8433474275312643, ""front_region_occupancy"": 0.7652286605802107, ""path_directed_lateral_motion"": 0.09747077911041327, ""track_persistence"": 50.0}"
V0,Q1,82,820.0,830.0,0.5294145135728339,13.0,2.0,2,"{""approximate_ttc_urgency"": 0.524167367073055, ""box_growth"": 1.009621131546693, ""front_region_occupancy"": 0.6932350925619378, ""path_directed_lateral_motion"": 0.005313715368285758, ""track_persistence"": 7.0}"
V0,Q1,83,830.0,840.0,0.6929375794384358,9.0,2.0,7,"{""approximate_ttc_urgency"": 0.7054075664521919, ""box_growth"": 1.3633909218191453, ""front_region_occupancy"": 0.7178135660344399, ""path_directed_lateral_motion"": 0.012241922192208245, ""track_persistence"": 18.0}"
V0,Q1,84,840.0,850.0,0.7092239833128133,1.0,2.0,4,"{""approximate_ttc_urgency"": 0.345849515153805, ""box_growth"": 0.6123198918824595, ""front_region_occupancy"": 0.7854113337758463, ""path_directed_lateral_motion"": 0.15574140368106015, ""track_persistence"": 50.0}"
V0,Q1,85,850.0,860.0,0.7409377906882693,16.0,2.0,14,"{""approximate_ttc_urgency"": 0.6398539675682338, ""box_growth"": 1.09850429514331, ""front_region_occupancy"": 0.6413488496134107, ""path_directed_lateral_motion"": 0.05813083178352073, ""track_persistence"": 31.0}"
V0,Q1,86,860.0,870.0,0.7499011223027402,1.0,2.0,12,"{""approximate_ttc_urgency"": 0.875319263973038, ""box_growth"": 1.6001487938675163, ""front_region_occupancy"": 0.7426729999703533, ""path_directed_lateral_motion"": 0.0074996167951760055, ""track_persistence"": 50.0}"
V0,Q1,87,870.0,880.0,0.6247081430184898,2.0,2.0,16,"{""approximate_ttc_urgency"": 0.6648217119232201, ""box_growth"": 1.234544863177779, ""front_region_occupancy"": 0.5486793528059798, ""path_directed_lateral_motion"": 0.006317139888042661, ""track_persistence"": 50.0}"
V0,Q1,88,880.0,890.0,0.6782267553092947,7.0,2.0,15,"{""approximate_ttc_urgency"": 0.6593504093504486, ""box_growth"": 1.2894097209174862, ""front_region_occupancy"": 0.720305405552542, ""path_directed_lateral_motion"": 0.011518719029703507, ""track_persistence"": 18.0}"
V0,Q1,89,890.0,900.0,0.5706962892195031,3.0,2.0,12,"{""approximate_ttc_urgency"": 0.25193433382192804, ""box_growth"": 0.47164752342536304, ""front_region_occupancy"": 0.7602287680595572, ""path_directed_lateral_motion"": 0.015457633133354982, ""track_persistence"": 50.0}"
V0,Q1,90,900.0,910.0,0.734091086111777,5.0,2.0,10,"{""approximate_ttc_urgency"": 0.8562159423217062, ""box_growth"": 1.4427307233689775, ""front_region_occupancy"": 0.7591646495001336, ""path_directed_lateral_motion"": 0.007763466740177986, ""track_persistence"": 47.0}"
V0,Q1,91,910.0,920.0,0.7774839947813115,25.0,2.0,11,"{""approximate_ttc_urgency"": 1.9179483491308973, ""box_growth"": 3.292232646898397, ""front_region_occupancy"": 0.22793585451693496, ""path_directed_lateral_motion"": 0.09989486074367993, ""track_persistence"": 28.0}"
V0,Q1,92,920.0,930.0,0.5360059354844657,2.0,2.0,9,"{""approximate_ttc_urgency"": 0.23953998343981375, ""box_growth"": 0.44396797202284244, ""front_region_occupancy"": 0.6706188446364831, ""path_directed_lateral_motion"": 0.015612446293847476, ""track_persistence"": 50.0}"
V0,Q1,93,930.0,940.0,0.6942384914816829,4.0,2.0,9,"{""approximate_ttc_urgency"": 1.1862807415046095, ""box_growth"": 2.113489476925519, ""front_region_occupancy"": 0.0, ""path_directed_lateral_motion"": 0.028600464803624378, ""track_persistence"": 50.0}"
V0,Q1,94,940.0,950.0,0.7494942029346128,4.0,2.0,16,"{""approximate_ttc_urgency"": 1.1615237942123415, ""box_growth"": 2.075235159878671, ""front_region_occupancy"": 0.6841936833687402, ""path_directed_lateral_motion"": 0.02041284636251378, ""track_persistence"": 8.0}"
V0,Q1,95,950.0,960.0,0.786629411778254,19.0,7.0,15,"{""approximate_ttc_urgency"": 0.9665841497624856, ""box_growth"": 1.729619391722137, ""front_region_occupancy"": 0.7399631403046508, ""path_directed_lateral_motion"": 0.018786036611252895, ""track_persistence"": 22.0}"
V0,Q1,96,960.0,970.0,0.8167193696882806,14.0,2.0,17,"{""approximate_ttc_urgency"": 1.1306264201413168, ""box_growth"": 2.1556890834565996, ""front_region_occupancy"": 0.4645624862455786, ""path_directed_lateral_motion"": 0.13016989352938582, ""track_persistence"": 40.0}"
V0,Q1,97,970.0,980.0,0.805333938600192,6.0,2.0,13,"{""approximate_ttc_urgency"": 1.1283045089733588, ""box_growth"": 2.0267519577902773, ""front_region_occupancy"": 0.7588713260581155, ""path_directed_lateral_motion"": 0.009713572146941296, ""track_persistence"": 50.0}"
