design_id,A_density,B_temporal_modes,C_event_duration,D_proxy_noise,E_cost_ratio,verify_scan_cost_ratio,F_deadline,policy,mean_auc,median_auc,mean_terminal_recall
20,0,0,1,2,0,1.0,0,datb_sv,0.30625,0.34375,0.65
20,0,0,1,2,0,1.0,0,largest_gap,0.30625,0.34375,0.65
20,0,0,1,2,0,1.0,0,random_temporal,0.25416666666666665,0.3333333333333333,0.5
20,0,0,1,2,0,1.0,0,sequential,0.04166666666666667,0.041666666666666664,0.2
20,0,0,1,2,0,1.0,0,uniform_stride,0.17916666666666667,0.14583333333333334,0.3
21,0,0,1,2,1,3.0,0,datb_sv,0.5447916666666667,0.5052083333333334,1.0
21,0,0,1,2,1,3.0,0,largest_gap,0.5447916666666667,0.5052083333333334,1.0
21,0,0,1,2,1,3.0,0,random_temporal,0.4041666666666667,0.46875,0.65
21,0,0,1,2,1,3.0,0,sequential,0.09583333333333333,0.0625,0.55
21,0,0,1,2,1,3.0,0,uniform_stride,0.26875,0.20833333333333334,0.45
22,0,0,1,2,2,10.0,0,datb_sv,0.5363636363636364,0.6117424242424242,0.9
22,0,0,1,2,2,10.0,0,largest_gap,0.5363636363636364,0.6117424242424242,0.9
22,0,0,1,2,2,10.0,0,random_temporal,0.39734848484848484,0.4356060606060606,0.75
22,0,0,1,2,2,10.0,0,sequential,0.19242424242424244,0.14393939393939395,0.7
22,0,0,1,2,2,10.0,0,uniform_stride,0.38636363636363635,0.3806818181818182,0.7
23,0,0,1,2,3,30.0,0,datb_sv,0.5264784946236559,0.5026881720430108,0.85
23,0,0,1,2,3,30.0,0,largest_gap,0.5264784946236559,0.5026881720430108,0.85
23,0,0,1,2,3,30.0,0,random_temporal,0.4262096774193548,0.532258064516129,0.7
23,0,0,1,2,3,30.0,0,sequential,0.30416666666666664,0.3225806451612903,0.75
23,0,0,1,2,3,30.0,0,uniform_stride,0.4716397849462365,0.4220430107526882,0.8
24,0,0,2,0,0,1.0,2,datb_sv,0.8993055555555556,0.8958333333333334,1.0
24,0,0,2,0,0,1.0,2,largest_gap,0.8993055555555556,0.8958333333333334,1.0
24,0,0,2,0,0,1.0,2,random_temporal,0.8465277777777779,0.84375,1.0
24,0,0,2,0,0,1.0,2,sequential,0.48680555555555555,0.5,1.0
24,0,0,2,0,0,1.0,2,uniform_stride,0.875,0.875,1.0
25,0,0,2,0,1,3.0,2,datb_sv,0.9034722222222223,0.90625,1.0
25,0,0,2,0,1,3.0,2,largest_gap,0.9034722222222223,0.90625,1.0
25,0,0,2,0,1,3.0,2,random_temporal,0.890625,0.8871527777777778,1.0
25,0,0,2,0,1,3.0,2,sequential,0.6597222222222222,0.6597222222222222,1.0
25,0,0,2,0,1,3.0,2,uniform_stride,0.9072916666666666,0.90625,1.0
26,0,0,2,0,2,10.0,2,datb_sv,0.9323232323232323,0.9330808080808081,1.0
26,0,0,2,0,2,10.0,2,largest_gap,0.9323232323232323,0.9330808080808081,1.0
26,0,0,2,0,2,10.0,2,random_temporal,0.9252525252525252,0.9255050505050505,1.0
26,0,0,2,0,2,10.0,2,sequential,0.7478535353535354,0.7430555555555556,1.0
26,0,0,2,0,2,10.0,2,uniform_stride,0.9316919191919192,0.9299242424242424,1.0
27,0,0,2,0,3,30.0,2,datb_sv,0.9488351254480287,0.9478046594982079,1.0
27,0,0,2,0,3,30.0,2,largest_gap,0.9488351254480287,0.9478046594982079,1.0
27,0,0,2,0,3,30.0,2,random_temporal,0.9427867383512545,0.9419802867383512,1.0
27,0,0,2,0,3,30.0,2,sequential,0.8234767025089604,0.8205645161290323,1.0
27,0,0,2,0,3,30.0,2,uniform_stride,0.9456989247311828,0.9469086021505376,1.0
28,0,0,2,1,0,1.0,0,datb_sv,0.6708333333333333,0.6666666666666666,1.0
28,0,0,2,1,0,1.0,0,largest_gap,0.6708333333333333,0.6666666666666666,1.0
28,0,0,2,1,0,1.0,0,random_temporal,0.5166666666666667,0.5208333333333334,0.85
28,0,0,2,1,0,1.0,0,sequential,0.016666666666666666,0.010416666666666666,0.2
28,0,0,2,1,0,1.0,0,uniform_stride,0.6208333333333333,0.625,1.0
29,0,0,2,1,1,3.0,0,datb_sv,0.6875,0.6875,1.0
29,0,0,2,1,1,3.0,0,largest_gap,0.6875,0.6875,1.0
29,0,0,2,1,1,3.0,0,random_temporal,0.5552083333333333,0.625,0.95
29,0,0,2,1,1,3.0,0,sequential,0.11666666666666667,0.109375,0.4
29,0,0,2,1,1,3.0,0,uniform_stride,0.5552083333333333,0.6458333333333334,0.9
30,0,0,2,1,2,10.0,0,datb_sv,0.7753787878787879,0.7537878787878788,1.0
30,0,0,2,1,2,10.0,0,largest_gap,0.7753787878787879,0.7537878787878788,1.0
30,0,0,2,1,2,10.0,0,random_temporal,0.7840909090909091,0.7727272727272727,1.0
30,0,0,2,1,2,10.0,0,sequential,0.32765151515151514,0.32575757575757575,0.6
30,0,0,2,1,2,10.0,0,uniform_stride,0.7852272727272728,0.7765151515151515,1.0
31,0,0,2,1,3,30.0,0,datb_sv,0.810752688172043,0.7983870967741935,1.0
31,0,0,2,1,3,30.0,0,largest_gap,0.810752688172043,0.7983870967741935,1.0
31,0,0,2,1,3,30.0,0,random_temporal,0.8091397849462366,0.8245967741935484,1.0
31,0,0,2,1,3,30.0,0,sequential,0.3987903225806452,0.3279569892473118,0.75
31,0,0,2,1,3,30.0,0,uniform_stride,0.7713709677419355,0.7782258064516129,1.0
32,0,0,2,2,0,1.0,1,datb_sv,0.7552083333333334,0.7447916666666666,1.0
32,0,0,2,2,0,1.0,1,largest_gap,0.7552083333333334,0.7447916666666666,1.0
32,0,0,2,2,0,1.0,1,random_temporal,0.7135416666666667,0.8125,1.0
32,0,0,2,2,0,1.0,1,sequential,0.25833333333333336,0.265625,0.85
32,0,0,2,2,0,1.0,1,uniform_stride,0.6552083333333333,0.7604166666666666,0.9
33,0,0,2,2,1,3.0,1,datb_sv,0.8151041666666667,0.796875,1.0
33,0,0,2,2,1,3.0,1,largest_gap,0.8151041666666667,0.796875,1.0
33,0,0,2,2,1,3.0,1,random_temporal,0.7895833333333333,0.8046875,1.0
33,0,0,2,2,1,3.0,1,sequential,0.37083333333333335,0.3984375,0.95
33,0,0,2,2,1,3.0,1,uniform_stride,0.6895833333333333,0.7994791666666666,1.0
34,0,0,2,2,2,10.0,1,datb_sv,0.8481060606060605,0.8513257575757576,1.0
34,0,0,2,2,2,10.0,1,largest_gap,0.8481060606060605,0.8513257575757576,1.0
34,0,0,2,2,2,10.0,1,random_temporal,0.840340909090909,0.8513257575757576,1.0
34,0,0,2,2,2,10.0,1,sequential,0.562689393939394,0.5236742424242424,1.0
34,0,0,2,2,2,10.0,1,uniform_stride,0.88125,0.8977272727272727,1.0
35,0,0,2,2,3,30.0,1,datb_sv,0.8308467741935484,0.8363575268817204,1.0
35,0,0,2,2,3,30.0,1,largest_gap,0.8308467741935484,0.8363575268817204,1.0
35,0,0,2,2,3,30.0,1,random_temporal,0.8311155913978494,0.8514784946236559,1.0
35,0,0,2,2,3,30.0,1,sequential,0.5151209677419355,0.5272177419354839,1.0
35,0,0,2,2,3,30.0,1,uniform_stride,0.847244623655914,0.8995295698924731,1.0
36,0,1,0,0,0,1.0,1,datb_sv,0.325,0.3125,0.7
36,0,1,0,0,0,1.0,1,largest_gap,0.325,0.3125,0.7
36,0,1,0,0,0,1.0,1,random_temporal,0.4239583333333333,0.4895833333333333,0.85
36,0,1,0,0,0,1.0,1,sequential,0.3479166666666667,0.3541666666666667,0.65
36,0,1,0,0,0,1.0,1,uniform_stride,0.3979166666666667,0.3333333333333333,0.75
37,0,1,0,0,1,3.0,1,datb_sv,0.5713541666666666,0.578125,1.0
37,0,1,0,0,1,3.0,1,largest_gap,0.5713541666666666,0.578125,1.0
37,0,1,0,0,1,3.0,1,random_temporal,0.6244791666666667,0.5911458333333334,1.0
37,0,1,0,0,1,3.0,1,sequential,0.5880208333333333,0.5885416666666666,1.0
37,0,1,0,0,1,3.0,1,uniform_stride,0.5770833333333333,0.578125,1.0
38,0,1,0,0,2,10.0,1,datb_sv,0.7784090909090909,0.7613636363636364,1.0
38,0,1,0,0,2,10.0,1,largest_gap,0.7784090909090909,0.7613636363636364,1.0
38,0,1,0,0,2,10.0,1,random_temporal,0.7791666666666667,0.7642045454545454,1.0
38,0,1,0,0,2,10.0,1,sequential,0.7929924242424242,0.790719696969697,1.0
38,0,1,0,0,2,10.0,1,uniform_stride,0.7820075757575757,0.7859848484848485,1.0
39,0,1,0,0,3,30.0,1,datb_sv,0.8614247311827956,0.8575268817204301,1.0
39,0,1,0,0,3,30.0,1,largest_gap,0.8614247311827956,0.8575268817204301,1.0
39,0,1,0,0,3,30.0,1,random_temporal,0.8581317204301075,0.8578629032258065,1.0
39,0,1,0,0,3,30.0,1,sequential,0.8623655913978494,0.8608870967741935,1.0
39,0,1,0,0,3,30.0,1,uniform_stride,0.873991935483871,0.8592069892473119,1.0
40,0,1,0,1,0,1.0,2,datb_sv,0.47777777777777775,0.4756944444444444,0.9
40,0,1,0,1,0,1.0,2,largest_gap,0.47777777777777775,0.4756944444444444,0.9
40,0,1,0,1,0,1.0,2,random_temporal,0.41180555555555554,0.40625,0.9
40,0,1,0,1,0,1.0,2,sequential,0.4618055555555555,0.4930555555555556,0.9
40,0,1,0,1,0,1.0,2,uniform_stride,0.4423611111111111,0.4131944444444444,0.9
41,0,1,0,1,1,3.0,2,datb_sv,0.6729166666666666,0.6736111111111112,1.0
41,0,1,0,1,1,3.0,2,largest_gap,0.6729166666666666,0.6736111111111112,1.0
41,0,1,0,1,1,3.0,2,random_temporal,0.6711805555555556,0.7118055555555556,1.0
41,0,1,0,1,1,3.0,2,sequential,0.670138888888889,0.7135416666666666,1.0
41,0,1,0,1,1,3.0,2,uniform_stride,0.6711805555555556,0.7204861111111112,1.0
42,0,1,0,1,2,10.0,2,datb_sv,0.7902777777777777,0.7941919191919192,1.0
42,0,1,0,1,2,10.0,2,largest_gap,0.7902777777777777,0.7941919191919192,1.0
42,0,1,0,1,2,10.0,2,random_temporal,0.7801767676767677,0.7714646464646465,1.0
42,0,1,0,1,2,10.0,2,sequential,0.8113636363636363,0.8118686868686869,1.0
42,0,1,0,1,2,10.0,2,uniform_stride,0.7907828282828283,0.7967171717171717,1.0
43,0,1,0,1,3,30.0,2,datb_sv,0.8323028673835126,0.8409498207885304,1.0
43,0,1,0,1,3,30.0,2,largest_gap,0.8323028673835126,0.8409498207885304,1.0
43,0,1,0,1,3,30.0,2,random_temporal,0.8452060931899641,0.8709677419354839,1.0
43,0,1,0,1,3,30.0,2,sequential,0.8330197132616487,0.8250448028673835,1.0
43,0,1,0,1,3,30.0,2,uniform_stride,0.8323028673835126,0.8454301075268817,1.0
44,0,1,0,2,0,1.0,0,datb_sv,0.04583333333333334,0.0,0.15
44,0,1,0,2,0,1.0,0,largest_gap,0.04583333333333334,0.0,0.15
44,0,1,0,2,0,1.0,0,random_temporal,0.12708333333333333,0.0,0.2
44,0,1,0,2,0,1.0,0,sequential,0.06666666666666667,0.08333333333333333,0.35
44,0,1,0,2,0,1.0,0,uniform_stride,0.09166666666666666,0.125,0.15
45,0,1,0,2,1,3.0,0,datb_sv,0.14895833333333333,0.11458333333333333,0.25
45,0,1,0,2,1,3.0,0,largest_gap,0.14895833333333333,0.11458333333333333,0.25
45,0,1,0,2,1,3.0,0,random_temporal,0.153125,0.109375,0.45
45,0,1,0,2,1,3.0,0,sequential,0.165625,0.16666666666666666,0.45
45,0,1,0,2,1,3.0,0,uniform_stride,0.26145833333333335,0.234375,0.65
46,0,1,0,2,2,10.0,0,datb_sv,0.24696969696969698,0.17424242424242425,0.45
46,0,1,0,2,2,10.0,0,largest_gap,0.24696969696969698,0.17424242424242425,0.45
46,0,1,0,2,2,10.0,0,random_temporal,0.27234848484848484,0.2897727272727273,0.55
46,0,1,0,2,2,10.0,0,sequential,0.20492424242424243,0.22537878787878787,0.45
46,0,1,0,2,2,10.0,0,uniform_stride,0.22613636363636364,0.26515151515151514,0.5
47,0,1,0,2,3,30.0,0,datb_sv,0.22701612903225804,0.08870967741935484,0.6
47,0,1,0,2,3,30.0,0,largest_gap,0.22701612903225804,0.08870967741935484,0.6
47,0,1,0,2,3,30.0,0,random_temporal,0.380241935483871,0.3111559139784946,0.65
47,0,1,0,2,3,30.0,0,sequential,0.257258064516129,0.27486559139784944,0.55
47,0,1,0,2,3,30.0,0,uniform_stride,0.18561827956989246,0.17943548387096775,0.5
48,0,1,1,0,0,1.0,2,datb_sv,0.7875,0.78125,1.0
48,0,1,1,0,0,1.0,2,largest_gap,0.7875,0.78125,1.0
48,0,1,1,0,0,1.0,2,random_temporal,0.804861111111111,0.8229166666666666,1.0
48,0,1,1,0,0,1.0,2,sequential,0.49930555555555556,0.4930555555555556,1.0
48,0,1,1,0,0,1.0,2,uniform_stride,0.6131944444444445,0.5520833333333334,1.0
49,0,1,1,0,1,3.0,2,datb_sv,0.8559027777777779,0.8472222222222222,1.0
49,0,1,1,0,1,3.0,2,largest_gap,0.8559027777777779,0.8472222222222222,1.0
49,0,1,1,0,1,3.0,2,random_temporal,0.8555555555555555,0.8402777777777778,1.0
49,0,1,1,0,1,3.0,2,sequential,0.6708333333333333,0.671875,1.0
49,0,1,1,0,1,3.0,2,uniform_stride,0.826388888888889,0.8333333333333334,1.0
50,0,1,1,0,2,10.0,2,datb_sv,0.9198232323232324,0.9141414141414141,1.0
50,0,1,1,0,2,10.0,2,largest_gap,0.9198232323232324,0.9141414141414141,1.0
50,0,1,1,0,2,10.0,2,random_temporal,0.8766414141414142,0.8516414141414141,1.0
50,0,1,1,0,2,10.0,2,sequential,0.8128787878787879,0.8017676767676768,1.0
50,0,1,1,0,2,10.0,2,uniform_stride,0.8875,0.9059343434343434,1.0
51,0,1,1,0,3,30.0,2,datb_sv,0.9207437275985664,0.9220430107526881,1.0
51,0,1,1,0,3,30.0,2,largest_gap,0.9207437275985664,0.9220430107526881,1.0
51,0,1,1,0,3,30.0,2,random_temporal,0.9038978494623656,0.9115143369175627,1.0
51,0,1,1,0,3,30.0,2,sequential,0.8356182795698924,0.830421146953405,1.0
51,0,1,1,0,3,30.0,2,uniform_stride,0.875268817204301,0.8682795698924731,1.0
52,0,1,1,1,0,1.0,0,datb_sv,0.43125,0.3854166666666667,0.85
52,0,1,1,1,0,1.0,0,largest_gap,0.43125,0.3854166666666667,0.85
52,0,1,1,1,0,1.0,0,random_temporal,0.3,0.2708333333333333,0.55
52,0,1,1,1,0,1.0,0,sequential,0.08541666666666667,0.08333333333333333,0.35
52,0,1,1,1,0,1.0,0,uniform_stride,0.325,0.3125,0.5
53,0,1,1,1,1,3.0,0,datb_sv,0.6,0.6145833333333334,1.0
53,0,1,1,1,1,3.0,0,largest_gap,0.6,0.6145833333333334,1.0
53,0,1,1,1,1,3.0,0,random_temporal,0.575,0.6458333333333334,1.0
53,0,1,1,1,1,3.0,0,sequential,0.2375,0.23958333333333334,0.5
53,0,1,1,1,1,3.0,0,uniform_stride,0.4208333333333333,0.5,0.75
54,0,1,1,1,2,10.0,0,datb_sv,0.6409090909090909,0.6401515151515151,0.9
54,0,1,1,1,2,10.0,0,largest_gap,0.6409090909090909,0.6401515151515151,0.9
54,0,1,1,1,2,10.0,0,random_temporal,0.5526515151515151,0.5265151515151515,1.0
54,0,1,1,1,2,10.0,0,sequential,0.3412878787878788,0.35795454545454547,0.7
54,0,1,1,1,2,10.0,0,uniform_stride,0.5564393939393939,0.5776515151515151,0.8
55,0,1,1,1,3,30.0,0,datb_sv,0.7048387096774194,0.7110215053763441,1.0
55,0,1,1,1,3,30.0,0,largest_gap,0.7048387096774194,0.7110215053763441,1.0
55,0,1,1,1,3,30.0,0,random_temporal,0.6505376344086022,0.6928763440860215,1.0
55,0,1,1,1,3,30.0,0,sequential,0.37741935483870964,0.34274193548387094,0.7
55,0,1,1,1,3,30.0,0,uniform_stride,0.4961021505376344,0.4717741935483871,0.8
56,0,1,1,2,0,1.0,1,datb_sv,0.5875,0.6510416666666666,0.85
56,0,1,1,2,0,1.0,1,largest_gap,0.5875,0.6510416666666666,0.85
56,0,1,1,2,0,1.0,1,random_temporal,0.5010416666666667,0.4739583333333333,0.9
56,0,1,1,2,0,1.0,1,sequential,0.328125,0.3125,0.5
56,0,1,1,2,0,1.0,1,uniform_stride,0.5020833333333333,0.5260416666666666,0.7
57,0,1,1,2,1,3.0,1,datb_sv,0.6885416666666667,0.7005208333333334,1.0
57,0,1,1,2,1,3.0,1,largest_gap,0.6885416666666667,0.7005208333333334,1.0
57,0,1,1,2,1,3.0,1,random_temporal,0.6677083333333333,0.6666666666666666,1.0
57,0,1,1,2,1,3.0,1,sequential,0.39947916666666666,0.4088541666666667,0.95
57,0,1,1,2,1,3.0,1,uniform_stride,0.7109375,0.6875,0.95
58,0,1,1,2,2,10.0,1,datb_sv,0.6507575757575758,0.6988636363636364,1.0
58,0,1,1,2,2,10.0,1,largest_gap,0.6507575757575758,0.6988636363636364,1.0
58,0,1,1,2,2,10.0,1,random_temporal,0.6818181818181819,0.6903409090909091,1.0
58,0,1,1,2,2,10.0,1,sequential,0.5178030303030303,0.5227272727272727,1.0
58,0,1,1,2,2,10.0,1,uniform_stride,0.6477272727272727,0.6950757575757576,1.0
59,0,1,1,2,3,30.0,1,datb_sv,0.7410618279569892,0.8047715053763441,1.0
59,0,1,1,2,3,30.0,1,largest_gap,0.7410618279569892,0.8047715053763441,1.0
59,0,1,1,2,3,30.0,1,random_temporal,0.7774193548387097,0.7731854838709677,1.0
59,0,1,1,2,3,30.0,1,sequential,0.5637768817204301,0.5813172043010753,1.0
59,0,1,1,2,3,30.0,1,uniform_stride,0.7064516129032258,0.7338709677419355,1.0
60,0,1,2,0,0,1.0,0,datb_sv,0.6270833333333334,0.625,1.0
60,0,1,2,0,0,1.0,0,largest_gap,0.6270833333333334,0.625,1.0
60,0,1,2,0,0,1.0,0,random_temporal,0.5854166666666667,0.6354166666666666,1.0
60,0,1,2,0,0,1.0,0,sequential,0.17083333333333334,0.1875,0.45
60,0,1,2,0,0,1.0,0,uniform_stride,0.6416666666666666,0.6354166666666666,1.0
61,0,1,2,0,1,3.0,0,datb_sv,0.7083333333333334,0.6770833333333334,1.0
61,0,1,2,0,1,3.0,0,largest_gap,0.7083333333333334,0.6770833333333334,1.0
61,0,1,2,0,1,3.0,0,random_temporal,0.7125,0.7395833333333334,1.0
61,0,1,2,0,1,3.0,0,sequential,0.265625,0.25,0.5
61,0,1,2,0,1,3.0,0,uniform_stride,0.7354166666666667,0.7083333333333334,1.0
62,0,1,2,0,2,10.0,0,datb_sv,0.7727272727272727,0.7518939393939394,1.0
